id,image_code,filename,photo_g,photo_unit,photo_src,from_human,has_reading,evidence_is_label,ml_rule_applied,pkg_text,pkg_qty,pkg_unit,has_pkg_qty,mL_rule_pending,pkg_seen,raw_tick,raw_weight,corrected_weight,pub_unit,pub_rule,pull_item,harmonized_nsu_unit,pull_province,pull_municipal_city,market_name,store_stall_name,vendor_id,v_hum,raw_hum,reading_source,h_glare_flag,h_notes,v_hir,v_son,v_swp,v_sc1,v_rsc,v_hai,g_hum,g_hir,g_son,g_swp,g_sc1,g_rsc,g_hai,type_son,type_hir,type_swp,type_sc1,type_rsc,type_hai,leg_son,leg_hir,leg_swp,leg_sc1,leg_rsc,leg_hai,pkg_son,pkg_hir,pkg_swp,pkg_sc1,pkg_rsc,pkg_hai,item_nsu_hetero_type
5817,1774408400798,1774408400798.jpg,640,g,package label (g),0,1,1,0,Net Wt. 640 g,640,g,1,0,1,grams (g),640,640,g,log10 median,loaf bread,large packs,ILOILO,BAROTAC VIEJO,Vieko public market,Ag store,02WOE21B,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,item_no_scale,not_visible,,,,,not_visible,Net Wt. 640 g,,,,,NET WT. 640g,large_size
5818,1774405189819,1774405189819.jpg,640,g,package label (g),0,1,1,0,Net Wt. 640 g,640,g,1,0,1,grams (g),640,640,g,log10 median,loaf bread,large packs,ILOILO,BAROTAC VIEJO,Vieko public market,Wena store,HCN4K6B2,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,Net Wt. 640 g,,,large_size
5819,1774406742877,1774406742877.jpg,640,g,package label (g),0,1,1,0,Net Wt. 640 g,640,g,1,0,1,grams (g),640,640,g,log10 median,loaf bread,large packs,ILOILO,BAROTAC VIEJO,Vieko public market,Flora fiel,VXD0S2K9,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,Net Wt. 640 g,,,large_size
5837,1774411147589,1774411147589.jpg,250,g,package label (g),0,1,1,0,NET WT. 250g,250,g,1,0,1,grams (g),250,250,g,log10 median,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,ILOILO,BAROTAC VIEJO,Vieko public market,Devs store,8Q4R5HI1,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,NET WT. 250g,,,small_size
5838,1774411745837,1774411745837.jpg,250,g,package label (g),0,1,1,0,NET WT. 250g,250,g,1,0,1,grams (g),250,250,g,log10 median,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,ILOILO,BAROTAC VIEJO,Vieko public market,Ten store,DNJJ4D40,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,NET WT. 250g,,,small_size
5840,1774411363628,1774411363628.jpg,1140,g,package label (g),0,1,1,0,NET WT. 1.14 KG,1140,g,1,0,1,grams (g),250,250,g,log10 median,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,ILOILO,BAROTAC VIEJO,Veijo public market,Ryan store,LY8NJWSV,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,NET WT. 1.14 KG,,,small_size
5898,1774404658618,1774404658618.jpg,1135,g,sonnet sweep,0,1,0,0,,,,0,0,0,Kilograms (Kgs),1135,1135,g,log10 median,chicken,whole (chicken),ILOILO,BATAD,Batad market,Andrie store,OUSA70RG,,,,,,,,1.135,,,,,,,1135,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,medium_size
5918,1774492836874,1774492836874.jpg,300,g,human,1,1,0,0,,,,0,0,0,grams (g),300,300,g,log10 median,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,ILOILO,BATAD,Batad Public market,Cafe mer,76RIPJBS,.3,0.3,scale,1,,,1.3,,,,,300,,1300,,,,,scale_with_item,,,,,scale_with_item,clear,,,,,not_visible,,,,,,,medium_size
5932,1774410948239,1774410948239.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ILOILO,BATAD,Batad market,Pem ann,7UZEZTJH,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,375 mL,,,medium_size
5933,1774489358654,1774489358654.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ILOILO,BATAD,roadside,Charey store,9RDTH6Y1,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,375 mL,,,medium_size
5934,1774488281226,1774488281226.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ILOILO,BATAD,Batad roadside,Bnn store,QVKY6TCV,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,375 mL,,,medium_size
5935,1774491042363,1774491042363.jpg,,,,0,0,0,0,,,,0,0,0,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ILOILO,BATAD,Batad roadside,Shenat store,RR5RUJ5H,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,,,,medium_size
5936,1774488822752,1774488822752.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ILOILO,BATAD,roadside,Lorian store,TKB82TZL,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,375 mL,,,medium_size
5937,1774409486785,1774409486785.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ILOILO,BATAD,Batad market,3 kings store,VBS6BHHR,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,375 mL,,,medium_size
5938,1774410490660,1774410490660.jpg,640,g,package label (g),0,1,1,0,Net Wt. 640 g,640,g,1,0,1,grams (g),640,640,g,log10 median,loaf bread,large packs,ILOILO,BATAD,Batad market,Jay store,37QS7NL8,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,Net Wt. 640 g,,,large_size
5939,1774410905753,1774410905753.jpg,640,g,package label (g),0,1,1,0,Net Wt. 640 g,640,g,1,0,1,grams (g),640,640,g,log10 median,loaf bread,large packs,ILOILO,BATAD,Batad market,Pem ann,C34BFU3D,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,Net Wt. 640 g,,,large_size
5940,1774410258649,1774410258649.jpg,640,g,package label (g),0,1,1,0,Net Wt. 640 g,640,g,1,0,1,grams (g),640,640,g,log10 median,loaf bread,large packs,ILOILO,BATAD,Batad market,Gigi store,JB3R76JD,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,Net Wt. 640 g,,,large_size
5941,1774487670726,1774487670726.jpg,640,g,package label (g),0,1,1,0,Net Wt. 640 g,640,g,1,0,1,grams (g),640,640,g,log10 median,loaf bread,large packs,ILOILO,BATAD,roadside,Bikoy store,JNE7ZL4P,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,Net Wt. 640 g,,,large_size
5942,1774487641705,1774487641705.jpg,450,g,package label (g),0,1,1,0,Net Wt. 450 g,450,g,1,0,1,grams (g),450,450,g,log10 median,loaf bread,medium packs,ILOILO,BATAD,roadside,Bikoy store,0TKJ0SOH,,,,,,,,,,,,,,,,,,,,,,scale_with_item,,,,,,not_visible,,,,,,Net Wt. 450 g,,,medium_size
5943,1774410130086,1774410130086.jpg,450,g,package label (g),0,1,1,0,Net Wt. 450g,450,g,1,0,1,grams (g),450,450,g,log10 median,loaf bread,medium packs,ILOILO,BATAD,Batad Public market,Gigi store,5Z9NTBVO,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,Net Wt. 450g,,,medium_size
5944,1774409282460,1774409282460.jpg,450,g,package label (g),0,1,1,0,Net Wt. 450 g,450,g,1,0,1,grams (g),450,450,g,log10 median,loaf bread,medium packs,ILOILO,BATAD,Batad Public market,3 kings store,FQ207EWN,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,Net Wt. 450 g,,,medium_size
5946,1774410873566,1774410873566.jpg,450,g,package label (g),0,1,1,0,Net Wt. 450 g,450,g,1,0,1,grams (g),450,450,g,log10 median,loaf bread,medium packs,ILOILO,BATAD,Batad Public market,Pem ann,T0AH7R8S,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,Net Wt. 450 g,,,medium_size
5962,1774409852103,1774409852103.jpg,70,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.07,70,g,log10 median,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,ILOILO,BATAD,Batad market,3 kings store,7JVUKKG3,,,,,,,,.07,,,,,,,70,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,large_size
5963,1774404463927,1774404463927.jpg,70,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.07,70,g,log10 median,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,ILOILO,BATAD,Batad market,Andrie store,EU0S6H83,,,,,,,,.07,,,,,,,70,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,large_size
5964,1774408724551,1774408724551.jpg,,,,0,0,0,0,,,,0,0,0,grams (g),250,250,g,log10 median,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,ILOILO,BATAD,Batad Public market,Okay store,5C3JFTQK,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,,,,small_size
5965,1774408736938,1774408736938.jpg,250,g,package label (g),0,1,1,0,Net Wt.: 250g,250,g,1,0,1,grams (g),250,250,g,log10 median,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,ILOILO,BATAD,Batad Public market,Okay store,5C3JFTQK,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,Net Wt.: 250g,,,medium_size
5966,1774491239222,1774491239222.jpg,1150,g,package label (g),0,1,1,0,NET WT. 1.15 KG,1150,g,1,0,1,Kilograms (Kgs),115,115,g,log10 median,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,ILOILO,BATAD,Batad talipapa,Shenat store,5OL74TNB,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,NET WT. 1.15 KG,,,,large_size
5967,1774404390984,1774404390984.jpg,,,,0,0,0,0,,,,0,0,0,grams (g),250,250,g,log10 median,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,ILOILO,BATAD,Batad market,Andrie store,8CRDC5TO,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,,,,small_size
5968,1774404406844,1774404406844.jpg,250,g,package label (g),0,1,1,0,Net Wt.: 250g,250,g,1,0,1,grams (g),250,250,g,log10 median,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,ILOILO,BATAD,Batad market,Andrie store,8CRDC5TO,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,Net Wt.: 250g,,,medium_size
5969,1774409741847,1774409741847.jpg,,,,0,0,0,0,,,,0,0,0,grams (g),250,250,g,log10 median,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,ILOILO,BATAD,Batad market,3 kings store,L860NOQ6,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,,,,small_size
5970,1774409755766,1774409755766.jpg,250,g,package label (g),0,1,1,0,Net Wt.: 250g,250,g,1,0,1,grams (g),250,250,g,log10 median,"preserved or processed meat (tocino, tapa, longaniza, etc)",pack,ILOILO,BATAD,Batad market,3 kings store,L860NOQ6,,,,,,,,,,,,,,,,,,,,,,label_closeup,,,,,,not_visible,,,,,,Net Wt.: 250g,,,medium_size
6002,1774582903207,1774582903207.jpg,90,g,sonnet C1 sweep,0,1,0,0,,,,0,0,0,grams (g),90,90,g,log10 median,camote,bilog,ILOILO,BINGAWAN,Bingawan Public Market,Titing Vegetable stall,UDFRO601,,,,,,,,,.09,,,,,,,90,,,,,,scale_with_item,,,,,,clear,,,,,,,,,medium_size
6004,1774593848071,1774593848071.jpg,90,g,sonnet C1 sweep,0,1,0,0,,,,0,0,0,grams (g),90,90,g,log10 median,camote,bilog,ILOILO,BINGAWAN,Bingawan Public Market,Paloma vegetable stall,UI4W1MYH,,,,,,,,,.09,,,,,,,90,,,,,,scale_with_item,,,,,,clear,,,,,,,,,medium_size
6006,1774582688385,1774582688385.jpg,90,g,sonnet C1 sweep,0,1,0,0,,,,0,0,0,grams (g),90,90,g,log10 median,camote,bilog,ILOILO,BINGAWAN,Bingawan Public Market,Cortel vegetable stall,WTQY4CLD,,,,,,,,,.09,,,,,,,90,,,,,,scale_with_item,,,,,,clear,,,,,,,,,medium_size
6069,1774592854443,1774592854443.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ILOILO,BINGAWAN,"Sitio, Karuntingan, Bingawan",Js Sari-sari store,2M7XEN7V,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,375 mL,,,medium_size
6070,1774589741334,1774589741334.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ILOILO,BINGAWAN,Castellanes street,Reymarie bread stall,KXGHAMUT,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,375 mL,,,medium_size
6071,1774590788670,1774590788670.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ILOILO,BINGAWAN,Purok 6,Ash Angel store,O66BSUK2,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,375 mL,,,medium_size
6072,1774588560235,1774588560235.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ILOILO,BINGAWAN,Bingawan Public Market,Maquiliao Store,WRIEPP0Y,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,375 mL,,,medium_size
6073,1774589224973,1774589224973.jpg,375,mL,package label (mL),0,1,1,1,375 mL,375,mL,1,0,1,Litres (L),.375,375,mL,log10 median,"liquor (e.g, whisky, coconut wine)",lipid/lapad,ILOILO,BINGAWAN,Bingawan Public Market,RTJ Faldas Sari-sari store,WW3HNXPH,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,375 mL,,,medium_size
6074,1774590822337,1774590822337.jpg,750,mL,package label (mL),0,1,1,1,750 mL,750,mL,1,0,1,Litres (L),.75,750,mL,log10 median,"liquor (e.g, whisky, coconut wine)",long-neck,ILOILO,BINGAWAN,"Sitio, Karuntingan, Bingawan",Ash Angel store,2DTQXPHE,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,750 mL,,,medium_size
6075,1774592908022,1774592908022.jpg,750,mL,package label (mL),0,1,1,1,750 mL,750,mL,1,0,1,Litres (L),.75,750,mL,log10 median,"liquor (e.g, whisky, coconut wine)",long-neck,ILOILO,BINGAWAN,"Sitio, Karuntingan, Bingawan",Js Sari-sari store,C4B5WDDK,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,750 mL,,,medium_size
6076,1774580207254,1774580207254.jpg,750,mL,package label (mL),0,1,1,1,750 mL,750,mL,1,0,1,Litres (L),.75,750,mL,log10 median,"liquor (e.g, whisky, coconut wine)",long-neck,ILOILO,BINGAWAN,Bingawan Public Market,Dear Store,GEFKLBDM,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,750 mL,,,medium_size
6077,1774589272682,1774589272682.jpg,750,mL,package label (mL),0,1,1,1,750 mL,750,mL,1,0,1,Litres (L),.75,750,mL,log10 median,"liquor (e.g, whisky, coconut wine)",long-neck,ILOILO,BINGAWAN,Bingawan Public Market,RTJ Faldas Sari-sari store,IUJNOVAK,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,750 mL,,,medium_size
6079,1774588598006,1774588598006.jpg,750,mL,package label (mL),0,1,1,1,750 mL,750,mL,1,0,1,Litres (L),.75,750,mL,log10 median,"liquor (e.g, whisky, coconut wine)",long-neck,ILOILO,BINGAWAN,Bingawan Public Market,Maquiliao Store,SW43R4ES,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,750 mL,,,medium_size
6081,1774589803811,1774589803811.jpg,,,,0,0,0,0,,,,0,0,0,Litres (L),.75,750,mL,log10 median,"liquor (e.g, whisky, coconut wine)",long-neck,ILOILO,BINGAWAN,"Sitio, Karuntingan, Bingawan",Reymarie bread stall,VIGYX5AE,,,,,,,,,,,,,,,,,,,,,,item_no_scale,,,,,,not_visible,,,,,,,,,medium_size
6097,1773799244319,1773799244319.jpg,865,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.66500002,665,g,log10 median,cabbage,pieces or units,ILOILO,CABATUAN,Roadside,Sisa Store,58JTC8R1,,,,,,,,.865,,,,,,,865,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,medium_size
6098,1773799544259,1773799544259.jpg,,,,0,0,0,0,,,,0,0,0,grams (g),.88999999,890,g,log10 median,cabbage,pieces or units,ILOILO,CABATUAN,Roadside,Sisa Store,58JTC8R1,,,,,,,,,,,,,,,,,,,,,scale_with_item,,,,,,ambiguous,,,,,,,,,,large_size
6099,1773798664281,1773798664281.jpg,115,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.115,115,g,log10 median,cabbage,pieces or units,ILOILO,CABATUAN,Roadside,Princess Store,6PHKI57L,,,,,,,,.115,,,,,,,115,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,small_size
6100,1773798689344,1773798689344.jpg,180,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.18000001,180,g,block governs,cabbage,pieces or units,ILOILO,CABATUAN,Roadside,Princess Store,6PHKI57L,,,,,,,,.18,,,,,,,180,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,medium_size
6101,1773798724393,1773798724393.jpg,285,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.285,285,g,log10 median,cabbage,pieces or units,ILOILO,CABATUAN,Roadside,Princess Store,6PHKI57L,,,,,,,,.285,,,,,,,285,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,large_size
6102,1773798497274,1773798497274.jpg,235,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.235,235,g,log10 median,cabbage,pieces or units,ILOILO,CABATUAN,Roadside,Princess Store,8MN6RPJ5,,,,,,,,.235,,,,,,,235,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,small_size
6103,1773798527361,1773798527361.jpg,535,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.53500003,535,g,log10 median,cabbage,pieces or units,ILOILO,CABATUAN,Roadside,Princess Store,8MN6RPJ5,,,,,,,,.535,,,,,,,535,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,medium_size
6104,1773798610241,1773798610241.jpg,770,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.76999998,770,g,log10 median,cabbage,pieces or units,ILOILO,CABATUAN,Roadside,Princess Store,8MN6RPJ5,,,,,,,,.77,,,,,,,770,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,large_size
6105,1773800293872,1773800293872.jpg,315,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.315,315,g,log10 median,cabbage,pieces or units,ILOILO,CABATUAN,Roadside,Linero Store,CADN221G,,,,,,,,.315,,,,,,,315,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,small_size
6106,1773709169064,1773709169064.jpg,515,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.51499999,515,g,log10 median,cabbage,pieces or units,ILOILO,CABATUAN,Cabatuan Public Market,Barrios Stall,GH0CG3XY,,,,,,,,.515,,,,,,,515,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,medium_size
6107,1773709194717,1773709194717.jpg,895,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.89499998,895,g,log10 median,cabbage,pieces or units,ILOILO,CABATUAN,Cabatuan Public Market,Barrios Stall,GH0CG3XY,,,,,,,,.895,,,,,,,895,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,large_size
6108,1773708063594,1773708063594.jpg,320,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.31999999,320,g,log10 median,cabbage,pieces or units,ILOILO,CABATUAN,Cabatuan Public Market,Sherwin Collantes,QQY7OXB0,,,,,,,,.32,,,,,,,320,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,small_size
6109,1773708100897,1773708100897.jpg,860,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.86000001,860,g,log10 median,cabbage,pieces or units,ILOILO,CABATUAN,Cabatuan Public Market,Sherwin Collantes,QQY7OXB0,,,,,,,,.86,,,,,,,860,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,medium_size
6110,1773708130557,1773708130557.jpg,970,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.97000003,970,g,log10 median,cabbage,pieces or units,ILOILO,CABATUAN,Cabatuan Public Market,Sherwin Collantes,QQY7OXB0,,,,,,,,.97,,,,,,,970,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,large_size
6111,1773725726935,1773725726935.jpg,270,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.27000001,270,g,log10 median,cabbage,pieces or units,ILOILO,CABATUAN,Tabucan Talipapa,2 Angels Store,VTE03ILX,,,,,,,,.27,,,,,,,270,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,small_size
6112,1773725750413,1773725750413.jpg,685,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.685,685,g,log10 median,cabbage,pieces or units,ILOILO,CABATUAN,Tabucan Talipapa,2 Angels Store,VTE03ILX,,,,,,,,.6850000000000001,,,,,,,685,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,medium_size
6113,1773725781491,1773725781491.jpg,840,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.83999997,840,g,log10 median,cabbage,pieces or units,ILOILO,CABATUAN,Tabucan Talipapa,2 Angels Store,VTE03ILX,,,,,,,,.84,,,,,,,840,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,large_size
6114,1773727390688,1773727390688.jpg,470,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.47,470,g,log10 median,cabbage,pieces or units,ILOILO,CABATUAN,Tabucan Talipapa,J-L Vegetable Stand,XTYUF7PC,,,,,,,,.47,,,,,,,470,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,small_size
6115,1773727456601,1773727456601.jpg,515,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.51499999,515,g,log10 median,cabbage,pieces or units,ILOILO,CABATUAN,Tabucan Talipapa,J-L Vegetable Stand,XTYUF7PC,,,,,,,,.515,,,,,,,515,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,medium_size
6116,1773727501801,1773727501801.jpg,700,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.69999999,700,g,log10 median,cabbage,pieces or units,ILOILO,CABATUAN,Tabucan Talipapa,J-L Vegetable Stand,XTYUF7PC,,,,,,,,.7,,,,,,,700,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,large_size
6117,1778895306551,1778895306551.jpg,0,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.2,200,g,log10 median,cabbage,putos (mix vegetable),ILOILO,CABATUAN,Tabucan Talipapa,LRRJ VEGGIES and MORE,0ORASPCT,,,,,,,,0,,,,,,,0,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,small_size
6118,1773710372730,1773710372730.jpg,215,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.215,215,g,log10 median,cabbage,putos (mix vegetable),ILOILO,CABATUAN,San Miguel Public Market,Bretan̈a Store,3O5V2A5L,,,,,,,,.215,,,,,,,215,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,small_size
6119,1773708410254,1773708410254.jpg,190,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.19,190,g,log10 median,cabbage,putos (mix vegetable),ILOILO,CABATUAN,San Miguel Public Market,Sherwin Collantes,7ADJGMKT,,,,,,,,.19,,,,,,,190,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,small_size
6120,1773800517810,1773800517810.jpg,160,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.16,160,g,log10 median,cabbage,putos (mix vegetable),ILOILO,CABATUAN,Roadside,Linero Store,GVG7673G,,,,,,,,.16,,,,,,,160,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,small_size
6121,1773726593878,1773726593878.jpg,170,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.17,170,g,log10 median,cabbage,putos (mix vegetable),ILOILO,CABATUAN,Tabucan Talipapa,2 Angels Store,IJNOM8E9,,,,,,,,.17,,,,,,,170,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,small_size
6122,1773799922423,1773799922423.jpg,160,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.16,160,g,log10 median,cabbage,putos (mix vegetable),ILOILO,CABATUAN,Roadside,Sisa Store,IQQUEOQU,,,,,,,,.16,,,,,,,160,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,small_size
6124,1773798791755,1773798791755.jpg,160,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.16,160,g,log10 median,cabbage,putos (mix vegetable),ILOILO,CABATUAN,Roadside,Princess Store,V9ZV0TEF,,,,,,,,.16,,,,,,,160,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,small_size
6125,1773709435593,1773709435593.jpg,155,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.155,155,g,log10 median,camote tops,bugkos,ILOILO,CABATUAN,San Miguel Public Market,Barrios Stall,3N17TB6E,,,,,,,,.155,,,,,,,155,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,small_size
6126,1778895177882,1778895177882.jpg,,,,0,0,0,0,,,,0,0,0,grams (g),.19499999,195,g,log10 median,camote tops,bugkos,ILOILO,CABATUAN,Brgy.Ayaman Maasin Talipapa,LRRJ VEGGIES and MORE,ESBKGRRM,,,,,,,,,,,,,,,,,,,,,scale_with_item,,,,,,not_visible,,,,,,,,,,small_size
6127,1773708595920,1773708595920.jpg,205,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.205,205,g,log10 median,camote tops,bugkos,ILOILO,CABATUAN,San Miguel Public Market,Sherwin Collantes,FLDLML65,,,,,,,,.205,,,,,,,205,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,small_size
6128,1773708620870,1773708620870.jpg,230,g,sonnet sweep,0,1,0,0,,,,0,0,0,grams (g),.23,230,g,log10 median,camote tops,bugkos,ILOILO,CABATUAN,San Miguel Public Market,Sherwin Collantes,FLDLML65,,,,,,,,.23,,,,,,,230,,,,,,scale_with_item,,,,,,clear,,,,,,,,,,medium_size
