id,image_code,rule_verdict,photo_g,photo_unit,photo_src,from_human,corrected_weight,ratio,offby,raw_tick,raw_weight,pub_unit,pub_rule,dimension_unexpressed,mL_rule_pending,pull_item,harmonized_nsu_unit,pull_province,pull_municipal_city,market_name,store_stall_name,vendor_id,filename,has_reading,pkg_seen,v_hum,raw_hum,reading_source,h_glare_flag,h_notes,v_hir,v_son,v_swp,v_rsc,v_hai,g_hum,g_hir,g_son,g_swp,g_rsc,g_hai,type_son,type_hir,type_swp,type_rsc,type_hai,leg_son,leg_hir,leg_swp,leg_rsc,leg_hai,pkg_son,pkg_hir,pkg_swp,pkg_rsc,pkg_hai,item_nsu_hetero_type,no_published,band,hband
6157,1773727684484,confirm,140,g,sonnet sweep,0,140,1,1,grams (g),.14,g,log10 median,0,0,carrot,pieces or units,ILOILO,CABATUAN,Tabucan Talipapa,J-L Vegetable Stand,7JD4NQEP,1773727684484.jpg,1,0,,,,,,,,.14,,,,,,140,,,,,scale_with_item,,,,,clear,,,,,,,,large_size,0,,
2438,1777083825386,confirm,800,g,sonnet sweep,0,800,1,1,grams (g),.80000001,g,log10 median,0,0,cabbage,pieces or units,ANTIQUE,LIBERTAD,Union Nipa Libertad Roadside,Cahilig Store,IRVOIQXS,1777083825386.jpg,1,0,,,,,,,,.8,,,,,,800,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
8474,1775701177913,confirm,470,g,sonnet hi-res,0,470,1,1,grams (g),.47,g,log10 median,0,1,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,ILOILO,NEW LUCENA,New Lucena Roadside,Stephen Refreshment,OSDJX6F7,1775701177913.jpg,1,1,,,,,,.47,.47,,,.9399999999999999,,470,470,,,940,scale_with_item,scale_with_item,,,scale_with_item,clear,clear,,,clear,,NetContent:450g,,,,small_size,0,,
9410,1774056767059,confirm,695,g,sonnet sweep,0,695,1,1,grams (g),.69499999,g,block governs,0,0,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,ILOILO,SAN MIGUEL,San Miguel Public Market,K Hearts Frozen Products Store,NZDH2OO7,1774056767059.jpg,1,0,,,,,,,,.695,,,,,,695,,,,,scale_with_item,,,,,clear,,,,,,,,large_size,0,,
7580,1774492070922,confirm,270,g,sonnet sweep,0,270,1,1,grams (g),.27000001,g,log10 median,0,0,camote tops,bugkos,ILOILO,LAMBUNAO,Poblacion Lambunao Talipapa,K and A Vegetable Stand,1QSS8DO5,1774492070922.jpg,1,0,,,,,,,,.27,,,,,,270,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
344,1777262722627,confirm,90,g,sonnet sweep,0,90,1,1,grams (g),.090000004,g,log10 median,0,0,carrot,pieces or units,AKLAN,BURUANGA,Buruanga Public Market,Sonny Vegetable Stand,HDMT4CJF,1777262722627.jpg,1,0,,,,,,,,.09,,,,,,90,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
9755,1773888948566,confirm,135,g,sonnet sweep,0,135,1,1,grams (g),.13500001,g,log10 median,0,0,camote,bilog,ILOILO,SARA,Sara wet market,none,HE9MBJ0H,1773888948566.jpg,1,0,,,,,,,,.135,,,,,,135,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
9729,1773884301761,confirm,205,g,sonnet sweep,0,205,1,1,grams (g),.205,g,log10 median,0,0,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,ILOILO,SANTA BARBARA,Sta.Barbara. Public Market,Robert Manukan,VQELV2QJ,1773884301761.jpg,1,0,,,,,,,,.205,,,,,,205,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
9674,1773993354525,confirm,595,g,sonnet sweep,0,595,1,1,grams (g),.59500003,g,log10 median,0,0,loaf bread,large packs,ILOILO,SANTA BARBARA,Zone1Arroyo St.Sta Barbara,JM Store,XQMJOENX,1773993354525.jpg,1,0,,,,,,,,.595,,,,,,595,,,,,scale_with_item,,,,,probable,,,,,,,,large_size,0,,
2525,1776734991256,confirm,795,g,sonnet sweep,0,795,1,1,grams (g),.79500002,g,log10 median,0,0,cabbage,pieces or units,ANTIQUE,PANDAN,Sto.Rosario Pandan Talipapa,Purita Vgetable Stall,J7XLYC4N,1776734991256.jpg,1,0,,,,,,,,.795,,,,,,795,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
4590,1776298397192,confirm,475,g,sonnet sweep,0,475,1,1,grams (g),.47499999,g,block governs,0,0,fresh fish,pinutos / plastic,CAPIZ,PILAR,Pilar Public Marjet,Josephine Fish Stand,Q3QK2C7X,1776298397192.jpg,1,0,,,,,,,,.475,,,,,,475,,,,,scale_with_item,,,,,clear,,,,,,,,province_median,0,,
5145,1775868838952,confirm,130,g,sonnet sweep,0,130,1,1,grams (g),.13,g,log10 median,0,0,cabbage,putos (mix vegetable),ILOILO,ALIMODIAN,Alimodian public market,Enriquita store,N7JPUEL0,1775868838952.jpg,1,0,,,,,,,,.13,,,,,,130,,,,,scale_with_item,,,,,clear,,,,,,,,province_median,0,,
10771,1777422910603,confirm,1125,g,sonnet sweep,0,1125,1,1,grams (g),1.125,g,log10 median,0,0,chicken,bilog,NEGROS OCCIDENTAL,ILOG,Ilog Public Market,First 3 Store,8MPDRPUS,1777422910603.jpg,1,0,,,,,,,,1.125,,,,,,1125,,,,,scale_with_item,,,,,clear,,,,,,,,mp25_price,0,,
5580,1774408776528,confirm,210,g,sonnet sweep,0,210,1,1,grams (g),.20999999,g,log10 median,0,0,carrot,pieces or units,ILOILO,BANATE,banate Public Market,Benjie gulayan,3GPIE5AB,1774408776528.jpg,1,0,,,,,,,,.21,,,,,,210,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
11461,1776993172642,confirm,150,g,sonnet sweep,0,150,1,1,grams (g),.15000001,g,log10 median,0,0,carrot,pieces or units,NEGROS OCCIDENTAL,VALLADOLID,Valladpolid Public Market,Nanays Vegetable Corner,9G2NBC8L,1776993172642.jpg,1,0,,,,,,,,.15,,,,,,150,,,,,scale_with_item,,,,,clear,,,,,,,,municipality_median,0,,
9344,1774054953136,confirm,715,g,sonnet sweep,0,715,1,1,grams (g),.71499997,g,log10 median,0,0,chicken,whole (chicken),ILOILO,SAN MIGUEL,San Miguel Public Market,Wilmie Frozen Foods,GCIWOCC9,1774054953136.jpg,1,0,,,,,,,,.715,,,,,,715,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
8765,1775705078796,confirm,175,g,sonnet sweep,0,175,1,1,grams (g),.175,g,log10 median,0,0,carrot,pieces or units,ILOILO,POTOTAN,Pototan old market,Jona stall,1R5JLRTQ,1775705078796.jpg,1,0,,,,,,,,.175,,,,,,175,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
5405,1774575038502,confirm,160,g,sonnet sweep,0,160,1,1,grams (g),.16,g,log10 median,0,0,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,ILOILO,ANILAO,anilao Public Market,Segura Store 2,DJIA79PS,1774575038502.jpg,1,0,,,,,,,,.16,,,,,,160,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
6472,1774326274980,confirm,280,g,sonnet sweep,0,280,1,1,grams (g),.28,g,log10 median,0,0,"crackers, cookies, buiscuits, chips/curls",putos,ILOILO,CARLES,Carles roadside,Sta. Teresa Store,LRNGQZ0N,1774326274980.jpg,1,0,,,,,,,,.28,,,,,,280,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
336,1777261886207,confirm,115,g,sonnet sweep,0,115,1,1,grams (g),.115,g,log10 median,0,0,camote,binilog,AKLAN,BURUANGA,Buruanga Public Market,Judy Ann Vegetable and Fruit Stand,UW8VWY7M,1777261886207.jpg,1,0,,,,,,,,.115,,,,,,115,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
9708,1773882825671,confirm,275,g,sonnet sweep,0,275,1,1,grams (g),.27500001,g,log10 median,0,0,mango,pieces or units,ILOILO,SANTA BARBARA,Sta. Barbara Public Market,Rosa Fruit Stand,KXJ91EWH,1773882825671.jpg,1,0,,,,,,,,.275,,,,,,275,,,,,scale_with_item,,,,,clear,,,,,,,,large_size,0,,
9036,1775522452243,confirm,130,g,sonnet sweep,0,130,1,1,grams (g),.13,g,log10 median,0,0,camote,bilog,ILOILO,SAN ENRIQUE,San Enrique Public Market,Annie Store,MVTRFM6O,1775522452243.jpg,1,0,,,,,,,,.13,,,,,,130,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
5443,1774578054508,confirm,1175,g,human,1,1175,1,1,Litres (L),.001175,g,log10 median,0,0,chicken,whole (chicken),ILOILO,BADIANGAN,Iniligan Badiangan Roadside,Kailis Tindahan,KVJHNNSG,1774578054508.jpg,1,0,1.175,1.175,scale,0,,1.175,1.175,,,.115,1175,1175,1175,,,115,scale_with_item,scale_with_item,,,scale_with_item,clear,clear,,,clear,,,,,,large_size,0,,
6229,1773801430653,confirm,380,g,sonnet sweep,0,380,1,1,grams (g),.38,g,log10 median,0,1,loaf bread,small packs,ILOILO,CABATUAN,Roadside,Riza Gene Store,4HAOVJ4V,1773801430653.jpg,1,1,,,,,,,,.38,,,,,,380,,,,,scale_with_item,,,,,clear,,,,,Net Wt 350 g,,,small_size,0,,
10758,1777421689381,confirm,775,g,sonnet sweep,0,775,1,1,grams (g),.77499998,g,log10 median,0,0,cabbage,pieces or units,NEGROS OCCIDENTAL,ILOG,Ilog  Public Market,Jane Jan Store,VIZTE3EM,1777421689381.jpg,1,0,,,,,,,,.775,,,,,,775,,,,,scale_with_item,,,,,clear,,,,,,,,large_size,0,,
913,1777513531890,confirm,140,g,sonnet sweep,0,140,1,1,grams (g),.14,g,log10 median,0,0,mango,pieces or units,AKLAN,MAKATO,Makato Public Market,Trayco Fruit Stand,JAFNIY2B,1777513531890.jpg,1,0,,,,,,,,.14,,,,,,140,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
11128,1776823325240,confirm,235,g,sonnet sweep,0,235,1,1,grams (g),.235,g,log10 median,0,0,carrot,pieces or units,NEGROS OCCIDENTAL,PONTEVEDRA,Pontevedra Public Market,Joubert Store,3D6BX2IQ,1776823325240.jpg,1,0,,,,,,,,.235,,,,,,235,,,,,scale_with_item,,,,,clear,,,,,,,,large_size,0,,
7589,1774491760949,confirm,50,g,sonnet sweep,0,50,1,1,grams (g),.050000001,g,log10 median,0,0,camote,bilog,ILOILO,LAMBUNAO,Poblacion Lambunao Talipapa,Juliano Vegetable Stand,CKJ3H1BN,1774491760949.jpg,1,0,,,,,,,,.05,,,,,,50,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
9331,1774066323226,confirm,305,g,sonnet sweep,0,305,1,1,grams (g),.30500001,g,log10 median,0,0,carrot,pieces or units,ILOILO,SAN MIGUEL,Crossing San Jose Talipapa,Chard Vegetable and Fruit Stand,M3V8OKFK,1774066323226.jpg,1,0,,,,,,,,.305,,,,,,305,,,,,scale_with_item,,,,,clear,,,,,,,,large_size,0,,
10684,1777601981214,confirm,190,g,sonnet sweep,0,190,1,1,grams (g),.19,g,log10 median,0,0,cabbage,pack,NEGROS OCCIDENTAL,HINOBA-AN (ASIA),Hinobaan Public Narket,Jay R  Vegetable Store,J7M4RTOQ,1777601981214.jpg,1,0,,,,,,,,.19,,,,,,190,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
8078,1775871596054,confirm,210,g,sonnet sweep,0,210,1,1,grams (g),.20999999,g,log10 median,0,0,carrot,pieces or units,ILOILO,MAASIN,Tubang Maasin Roadside,Jenny and T-bong Store,UUW5MW86,1775871596054.jpg,1,0,,,,,,,,.21,,,,,,210,,,,,scale_with_item,,,,,clear,,,,,,,,large_size,0,,
2445,1776994738535,confirm,235,g,sonnet sweep,0,235,1,1,grams (g),.235,g,log10 median,0,0,camote,bilog,ANTIQUE,LIBERTAD,Libertad Public Market,Eddie Vegetable Stand,JX2NSLZT,1776994738535.jpg,1,0,,,,,,,,.235,,,,,,235,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
9462,1773796810156,confirm,430,g,sonnet sweep,0,430,1,1,grams (g),.43000001,g,block governs,0,0,"crackers, cookies, buiscuits, chips/curls",pieces or units,ILOILO,SAN RAFAEL,San Rafael Public Market,Princess Store,C3H0GG4M,1773796810156.jpg,1,0,,,,,,,,.43,,,,,,430,,,,,scale_with_item,,,,,clear,,,,,,,,large_size,0,,
4976,1775703565165,confirm,460,g,sonnet hi-res,0,460,1,1,grams (g),.46000001,g,log10 median,0,0,cabbage,pieces or units,CAPIZ,TAPAZ,Tapaz Public Market,Irene Vegetables,1OYD2A34,1775703565165.jpg,1,0,,,,,,.46,.46,,,.46,,460,460,,,460,scale_with_item,scale_with_item,,,scale_with_item,clear,clear,,,clear,,,,,,municipality_median,0,,
9540,1773905272520,confirm,150,g,sonnet sweep,0,150,1,1,grams (g),.15000001,g,log10 median,0,0,camote tops,bugkos,ILOILO,SANTA BARBARA,Balabag Talipapa,Wendel Store,7UPWL320,1773905272520.jpg,1,0,,,,,,,,.15,,,,,,150,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
8622,1773901769126,confirm,450,g,sonnet sweep,0,450,1,1,grams (g),450,mL,log10 median,0,0,"drinks at restaurant, hotel, cafe, or kiosk",pieces or units,ILOILO,OTON,Brgy.botong roadside,Marmies place,7X4PSGCZ,1773901769126.jpg,1,0,,,,,,,,.45,,,,,,450,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
9833,1773881573535,confirm,220,g,sonnet sweep,0,220,1,1,grams (g),.22,g,log10 median,0,0,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,ILOILO,SARA,Sara wet market,MRD Grocery Store,YKMNXIRW,1773881573535.jpg,1,0,,,,,,,,.22,,,,,,220,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
4895,1775524031164,confirm,505,g,sonnet sweep,0,505,1,1,grams (g),.505,g,log10 median,0,0,cabbage,pieces or units,CAPIZ,SIGMA,Sigma Public Market,Ping Ping Store,473L28K8,1775524031164.jpg,1,0,,,,,,,,.505,,,,,,505,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
4132,1775873805462,confirm,90,g,sonnet sweep,0,90,1,1,grams (g),.090000004,g,log10 median,0,0,carrot,pieces or units,CAPIZ,MAMBUSAO,Mambusao Public Market,Rose Dry Goods,TUQ0AWM5,1775873805462.jpg,1,0,,,,,,,,.09,,,,,,90,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
8530,1775777731458,confirm,140,g,sonnet sweep,0,140,1,1,grams (g),.14,g,log10 median,0,0,"prawns, lobster, shrimp",tumpok,ILOILO,NEW LUCENA,New Lucena Public Market,Vivian Fish Stand,A7PDQEHY,1775777731458.jpg,1,0,,,,,,,,.14,,,,,,140,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
4116,1776048143582,confirm,400,g,sonnet sweep,0,400,1,1,grams (g),.40000001,g,log10 median,0,0,cabbage,pieces or units,CAPIZ,MAMBUSAO,Roadside,Arwin Store,IE8DO5Y6,1776048143582.jpg,1,0,,,,,,,,.4,,,,,,400,,,,,scale_with_item,,,,,clear,,,,,,,,municipality_median,0,,
2550,1776664616335,confirm,125,g,sonnet sweep,0,125,1,1,grams (g),.125,g,log10 median,0,0,carrot,pieces or units,ANTIQUE,PANDAN,Pandan Public Market,Jonabhe Vegetable Store,U9ZLI9OG,1776664616335.jpg,1,0,,,,,,,,.125,,,,,,125,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
316,1777261605829,confirm,375,g,sonnet sweep,0,375,1,1,grams (g),.375,g,log10 median,0,0,cabbage,pieces or units,AKLAN,BURUANGA,Buruanga Public Market,Judy Ann Vegetable and Fruit Stand,KYVM5EY9,1777261605829.jpg,1,0,,,,,,,,.375,,,,,,375,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
107,1778118609675,confirm,145,g,sonnet sweep,0,145,1,1,grams (g),.145,g,log10 median,0,0,carrot,pieces or units,AKLAN,BANGA,Banga Public Market,Androdel Vegetable Stand,Q7NJK7D0,1778118609675.jpg,1,0,,,,,,,,.145,,,,,,145,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
8443,1775695362397,confirm,95,g,sonnet sweep,0,95,1,1,grams (g),.094999999,g,log10 median,0,0,carrot,pieces or units,ILOILO,NEW LUCENA,New Lucena Public Market,Nonoy and Ging Ging Fruits and Vegetable Section,0UK2V8SN,1775695362397.jpg,1,0,,,,,,,,.095,,,,,,95,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
8764,1775705671058,confirm,160,g,sonnet sweep,0,160,1,1,grams (g),.16,g,log10 median,0,0,camote tops,bugkos,ILOILO,POTOTAN,Pototan New Public Market,Lorien Store,Q1W369LJ,1775705671058.jpg,1,0,,,,,,,,.16,,,,,,160,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
2601,1776216983984,confirm,530,g,sonnet sweep,0,530,1,1,grams (g),.52999997,g,log10 median,0,0,cabbage,pieces or units,ANTIQUE,PATNONGON,Patnungon Public Market,Bhing Store,7IHQ52WH,1776216983984.jpg,1,0,,,,,,,,.53,,,,,,530,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
10761,1777422270257,confirm,375,g,sonnet sweep,0,375,1,1,grams (g),.375,g,log10 median,0,0,camote tops,bugkos,NEGROS OCCIDENTAL,ILOG,Ilog Public Market,May Ann Store,TSPQT7AP,1777422270257.jpg,1,0,,,,,,,,.375,,,,,,375,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
9542,1773905198044,confirm,205,g,sonnet sweep,0,205,1,1,grams (g),.205,g,log10 median,0,0,camote tops,bugkos,ILOILO,SANTA BARBARA,Balabag Talipapa,Cedric Frozen Food and Vegetable,AKV5W0BV,1773905198044.jpg,1,0,,,,,,,,.205,,,,,,205,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
9735,1773885621507,confirm,670,g,sonnet sweep,0,670,1,1,grams (g),.67000002,g,log10 median,0,0,cabbage,pieces or units,ILOILO,SARA,Sara Wet Market,Baby Store,BRUDVYA0,1773885621507.jpg,1,0,,,,,,,,.67,,,,,,670,,,,,scale_with_item,,,,,clear,,,,,,,,mp75_price,0,,
5127,1773712045998,confirm,550,g,sonnet sweep,0,550,1,1,grams (g),.55000001,g,log10 median,0,0,"prawns, lobster, shrimp",tumpok,ILOILO,AJUY,Ajuy public market,Alicia,WTEUK4NO,1773712045998.jpg,1,0,,,,,,,,.55,,,,,,550,,,,,scale_with_item,,,,,clear,,,,,,,,large_size,0,,
4647,1776301326599,confirm,290,g,sonnet sweep,0,290,1,1,grams (g),.28999999,g,log10 median,0,0,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,CAPIZ,PILAR,PilarbPublic Market,Banter Dressed Chicken,C03HDBY5,1776301326599.jpg,1,0,,,,,,,,.29,,,,,,290,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
2352,1776387108049,confirm,560,g,sonnet sweep,0,560,1,1,grams (g),.5600000000000001,g,log10 median,0,0,cabbage,pieces or units,ANTIQUE,LAUA-AN,Laua-an Public Market,EBS Sari-Sari Store,BU959QVU,1776387108049.jpg,1,0,,,,,,,,.5600000000000001,,,,,,560,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
5572,1774408149177,confirm,900,g,sonnet sweep,0,900,1,1,grams (g),.89999998,g,log10 median,0,0,cabbage,pieces or units,ILOILO,BANATE,Banate Public Market,none,SLXYVENJ,1774408149177.jpg,1,0,,,,,,,,.9,,,,,,900,,,,,scale_with_item,,,,,clear,,,,,,,,large_size,0,,
4545,1776299802479,confirm,160,g,sonnet sweep,0,160,1,1,grams (g),.16,g,log10 median,0,0,carrot,pieces or units,CAPIZ,PILAR,PilarbPublic Market,Bedeos Frozen,35QC6WPZ,1776299802479.jpg,1,0,,,,,,,,.16,,,,,,160,,,,,scale_with_item,,,,,clear,,,,,,,,large_size,0,,
9038,1775520955465,confirm,90,g,sonnet sweep,0,90,1,1,grams (g),.090000004,g,log10 median,0,0,camote,bilog,ILOILO,SAN ENRIQUE,San Enrique Public Market,Edita Vegetable Stand,PPAZCH6F,1775520955465.jpg,1,0,,,,,,,,.09,,,,,,90,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
599,1777597502681,confirm,225,g,sonnet sweep,0,225,1,1,grams (g),.22499999,g,log10 median,0,0,camote tops,bugkos,AKLAN,LIBACAO,Libacao Public Market,Beth Store,3093HQBU,1777597502681.jpg,1,0,,,,,,,,.225,,,,,,225,,,,,scale_with_item,,,,,clear,,,,,,,,conventional_nsu,0,,
4646,1776301307789,confirm,165,g,sonnet sweep,0,165,1,1,grams (g),.16500001,g,log10 median,0,0,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,CAPIZ,PILAR,PilarbPublic Market,Banter Dressed Chicken,C03HDBY5,1776301307789.jpg,1,0,,,,,,,,.165,,,,,,165,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
4986,1775703864310,confirm,95,g,sonnet sweep,0,95,1,1,grams (g),.094999999,g,log10 median,0,0,camote,bilog,CAPIZ,TAPAZ,Tapaz Public Market,Gemma Store,WWL7WL8E,1775703864310.jpg,1,0,,,,,,,,.095,,,,,,95,,,,,scale_with_item,,,,,clear,,,,,,,,province_median,0,,
8426,1775788617126,confirm,745,g,sonnet sweep,0,745,1,1,grams (g),.745,g,log10 median,0,0,cabbage,pieces or units,ILOILO,NEW LUCENA,Wari Wari New Lucena Talipapa,Chityl Sari Sari Store,SM3HJ631,1775788617126.jpg,1,0,,,,,,,,.745,,,,,,745,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
5089,1773715106734,confirm,50,g,sonnet sweep,0,50,1,1,grams (g),.050000001,g,log10 median,0,0,"crackers, cookies, buiscuits, chips/curls",pieces or units,ILOILO,AJUY,Ajuy public market,Aidan store,6Y64OG3A,1773715106734.jpg,1,0,,,,,,,,.05,,,,,,50,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
3174,1776821582466,confirm,140,g,sonnet sweep,0,140,1,1,grams (g),.14,g,log10 median,0,0,carrot,pieces or units,ANTIQUE,TIBIAO,Tibiao Public Market,Vic Vic Variety Store,8DKZM7PS,1776821582466.jpg,1,0,,,,,,,,.14,,,,,,140,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
11456,1776991693813,confirm,540,g,sonnet sweep,0,540,1,1,grams (g),.54000002,g,log10 median,0,0,camote tops,bugkos,NEGROS OCCIDENTAL,VALLADOLID,Valladpolid Public Market,Khrisette Vegetable,WSC533TJ,1776991693813.jpg,1,0,,,,,,,,.54,,,,,,540,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
945,1777343502081,confirm,1555,g,sonnet sweep,0,1555,1,1,Kilograms (Kgs),1555,g,log10 median,0,0,cabbage,pieces or units,AKLAN,MALAY,Brgy.Sambiray talipapa,Hyshan store,CZ6XNJ00,1777343502081.jpg,1,0,,,,,,,,1.555,,,,,,1555,,,,,scale_with_item,,,,,clear,,,,,,,,large_size,0,,
4379,1776126820272,confirm,405,g,sonnet sweep,0,405,1,1,grams (g),.405,g,log10 median,0,0,cabbage,pieces or units,CAPIZ,PANITAN,Panitan Public Market,Angging Vegetable,IHT9OLUY,1776126820272.jpg,1,0,,,,,,,,.405,,,,,,405,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
7584,1774420801129,confirm,165,g,sonnet sweep,0,165,1,1,grams (g),.16500001,g,log10 median,0,0,camote tops,bugkos,ILOILO,LAMBUNAO,Lambunao Public Market,Mary Jane Vegetable Store,I9G3T3TZ,1774420801129.jpg,1,0,,,,,,,,.165,,,,,,165,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
920,1777423796484,confirm,525,g,sonnet sweep,0,525,1,1,grams (g),.52499998,g,log10 median,0,0,"prawns, lobster, shrimp",tumpok,AKLAN,MAKATO,Makato Public Market,Josie Fish Stand,L1Q2X55I,1777423796484.jpg,1,0,,,,,,,,.525,,,,,,525,,,,,scale_with_item,,,,,clear,,,,,,,,large_size,0,,
3182,1776911604639,confirm,510,g,sonnet sweep,0,510,1,1,grams (g),.50999999,g,log10 median,0,0,chicken,pieces or units,ANTIQUE,TIBIAO,Tibiao Public Market,Jaype Frozen Products,DACH22L4,1776911604639.jpg,1,0,,,,,,,,.51,,,,,,510,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
6208,1773804233190,confirm,550,g,sonnet sweep,0,550,1,1,grams (g),.55000001,g,block governs,0,0,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,ILOILO,CABATUAN,Roadside,Marvels Pizza,OX8MW69Z,1773804233190.jpg,1,0,,,,,,,,.55,,,,,,550,,,,,scale_with_item,,,,,probable,,,,,,,,large_size,0,,
7855,1773969519839,confirm,220,g,sonnet sweep,0,220,1,1,grams (g),.22,g,log10 median,0,0,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,ILOILO,LEMERY,Lemery Roadside,Diamante Store,WLCGAK00,1773969519839.jpg,1,0,,,,,,,,.22,,,,,,220,,,,,scale_with_item,,,,,probable,,,,,,,,large_size,0,,
9727,1773884906484,confirm,345,g,sonnet sweep,0,345,1,1,grams (g),.345,g,log10 median,0,0,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,ILOILO,SANTA BARBARA,Sta.Barbara. Public Market,RLJ Dress Chicken Wholesale and Retail,UU9PYT8L,1773884906484.jpg,1,0,,,,,,,,.345,,,,,,345,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
853,1777423017607,confirm,570,g,sonnet sweep,0,570,1,1,grams (g),.56999999,g,log10 median,0,0,fresh fish,pieces or units,AKLAN,MAKATO,Makato Public Market,Ginalyn Fish Stand,F6TV083M,1777423017607.jpg,1,0,,,,,,,,.57,,,,,,570,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
6620,1773802199707,confirm,60,g,sonnet sweep,0,60,1,1,grams (g),.059999999,mL,log10 median,0,0,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",putos,ILOILO,CONCEPCION,Jamindan,Twinix store,DGQPTDYF,1773802199707.jpg,1,0,,,,,,,,.06,,,,,,60,,,,,scale_with_item,,,,,clear,,,,,,,,large_size,0,,
1707,1776646277631,confirm,625,g,sonnet sweep,0,625,1,1,grams (g),.625,g,log10 median,0,0,cabbage,pieces or units,ANTIQUE,BELISON,Belison Public Market,Cecile stall,WY345GNA,1776646277631.jpg,1,0,,,,,,,,.625,,,,,,625,,,,,scale_with_item,,,,,clear,,,,,,,,medium_size,0,,
931,1778051763593,confirm,325,g,sonnet sweep,0,325,1,1,grams (g),.32499999,g,log10 median,0,0,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,AKLAN,MAKATO,Tugas Makato Roadside,Bhebe Shan Processed Meat Shop,79HF703K,1778051763593.jpg,1,0,,,,,,,,.325,,,,,,325,,,,,scale_with_item,,,,,clear,,,,,,,,municipality_median,0,,
9823,1773881388696,confirm,35,g,sonnet sweep,0,35,1,1,grams (g),.035,g,log10 median,0,0,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,ILOILO,SARA,Sara wet market,MRD Grocery Store,3ZAYZGAP,1773881388696.jpg,1,0,,,,,,,,.035,,,,,,35,,,,,scale_with_item,,,,,clear,,,,,,,,small_size,0,,
