id,pull_item,tick,m_dualcase,m_liqmass,m_solvol,mass,vol,liquid,icecream
6591,fresh fish,grams (g),0,0,0,1,0,0,0
6592,fresh fish,grams (g),0,0,0,1,0,0,0
6593,fresh fish,grams (g),0,0,0,1,0,0,0
6594,fresh fish,grams (g),0,0,0,1,0,0,0
6595,fresh fish,grams (g),0,0,0,1,0,0,0
6596,fresh fish,grams (g),0,0,0,1,0,0,0
6597,fresh fish,grams (g),0,0,0,1,0,0,0
6598,fresh fish,grams (g),0,0,0,1,0,0,0
6599,fresh fish,grams (g),0,0,0,1,0,0,0
6600,fresh fish,grams (g),0,0,0,1,0,0,0
6601,fresh fish,grams (g),0,0,0,1,0,0,0
6602,fresh fish,grams (g),0,0,0,1,0,0,0
6603,fresh fish,grams (g),0,0,0,1,0,0,0
6604,fresh fish,grams (g),0,0,0,1,0,0,0
6605,fresh fish,grams (g),0,0,0,1,0,0,0
6606,fresh fish,Kilograms (Kgs),0,0,0,1,0,0,0
6607,fresh fish,grams (g),0,0,0,1,0,0,0
6608,fresh fish,grams (g),0,0,0,1,0,0,0
6609,fresh fish,Kilograms (Kgs),0,0,0,1,0,0,0
6610,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
6611,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
6612,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
6613,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
6614,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),1,0,0,0,1,0,1
6615,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),1,0,0,0,1,0,1
6616,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),1,0,0,0,1,0,1
6617,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),1,0,0,0,1,0,1
6618,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",grams (g),1,0,0,1,0,0,1
6619,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",grams (g),1,0,0,1,0,0,1
6620,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",grams (g),1,0,0,1,0,0,1
6621,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),1,0,0,0,1,0,1
6622,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),1,0,0,0,1,0,1
6623,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),1,0,0,0,1,0,1
6624,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6625,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6626,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6627,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6628,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6629,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6630,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6631,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6632,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6633,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6634,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6635,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6636,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6637,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6638,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6639,loaf bread,grams (g),0,0,0,1,0,0,0
6640,loaf bread,grams (g),0,0,0,1,0,0,0
6641,loaf bread,grams (g),0,0,0,1,0,0,0
6642,loaf bread,grams (g),0,0,0,1,0,0,0
6643,loaf bread,grams (g),0,0,0,1,0,0,0
6644,loaf bread,grams (g),0,0,0,1,0,0,0
6645,loaf bread,grams (g),0,0,0,1,0,0,0
6646,loaf bread,grams (g),0,0,0,1,0,0,0
6647,loaf bread,grams (g),0,0,0,1,0,0,0
6648,loaf bread,grams (g),0,0,0,1,0,0,0
6649,loaf bread,grams (g),0,0,0,1,0,0,0
6650,loaf bread,grams (g),0,0,0,1,0,0,0
6651,"prawns, lobster, shrimp",grams (g),0,0,0,1,0,0,0
6652,"prawns, lobster, shrimp",grams (g),0,0,0,1,0,0,0
6653,"prawns, lobster, shrimp",grams (g),0,0,0,1,0,0,0
6654,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
6655,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
6656,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
6657,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
6658,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
6659,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
6660,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
6661,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
6662,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
6663,"preserved or processed meat (tocino, tapa, longaniza, etc)",Kilograms (Kgs),0,0,0,1,0,0,0
6664,cabbage,grams (g),0,0,0,1,0,0,0
6665,cabbage,grams (g),0,0,0,1,0,0,0
6666,cabbage,grams (g),0,0,0,1,0,0,0
6667,cabbage,grams (g),0,0,0,1,0,0,0
6668,cabbage,grams (g),0,0,0,1,0,0,0
6669,cabbage,grams (g),0,0,0,1,0,0,0
6670,cabbage,grams (g),0,0,0,1,0,0,0
6671,cabbage,Kilograms (Kgs),0,0,0,1,0,0,0
6672,cabbage,grams (g),0,0,0,1,0,0,0
6673,cabbage,grams (g),0,0,0,1,0,0,0
6674,cabbage,grams (g),0,0,0,1,0,0,0
6675,camote tops,grams (g),0,0,0,1,0,0,0
6676,camote tops,grams (g),0,0,0,1,0,0,0
6677,camote tops,grams (g),0,0,0,1,0,0,0
6678,camote,grams (g),0,0,0,1,0,0,0
6679,camote,grams (g),0,0,0,1,0,0,0
6680,camote,grams (g),0,0,0,1,0,0,0
6681,camote,grams (g),0,0,0,1,0,0,0
6682,carrot,grams (g),0,0,0,1,0,0,0
6683,carrot,grams (g),0,0,0,1,0,0,0
6684,carrot,grams (g),0,0,0,1,0,0,0
6685,carrot,grams (g),0,0,0,1,0,0,0
6686,carrot,grams (g),0,0,0,1,0,0,0
6687,carrot,grams (g),0,0,0,1,0,0,0
6688,carrot,grams (g),0,0,0,1,0,0,0
6689,chicken,Kilograms (Kgs),0,0,0,1,0,0,0
6690,chicken,grams (g),0,0,0,1,0,0,0
6691,chicken,Kilograms (Kgs),0,0,0,1,0,0,0
6692,chicken,Kilograms (Kgs),0,0,0,1,0,0,0
6693,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
6694,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
6695,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
6696,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
6697,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
6698,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
6699,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
6700,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
6701,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
6702,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
6703,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
6704,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
6705,fresh fish,grams (g),0,0,0,1,0,0,0
6706,fresh fish,grams (g),0,0,0,1,0,0,0
6707,fresh fish,grams (g),0,0,0,1,0,0,0
6708,fresh fish,grams (g),0,0,0,1,0,0,0
6709,fresh fish,grams (g),0,0,0,1,0,0,0
6710,fresh fish,grams (g),0,0,0,1,0,0,0
6711,fresh fish,grams (g),0,0,0,1,0,0,0
6712,fresh fish,grams (g),0,0,0,1,0,0,0
6713,fresh fish,grams (g),0,0,0,1,0,0,0
6714,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
6715,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
6716,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
6717,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
6718,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
6719,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
6720,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
6721,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),1,0,0,0,1,0,1
6722,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),1,0,0,0,1,0,1
6723,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),1,0,0,0,1,0,1
6724,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",grams (g),1,0,0,1,0,0,1
6725,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6726,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6727,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6728,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6729,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6730,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6731,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6732,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6733,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6734,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6735,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6736,loaf bread,Litres (L),1,0,1,0,1,0,0
6737,loaf bread,grams (g),1,0,0,1,0,0,0
6738,loaf bread,grams (g),1,0,0,1,0,0,0
6739,loaf bread,grams (g),1,0,0,1,0,0,0
6740,loaf bread,grams (g),0,0,0,1,0,0,0
6741,loaf bread,grams (g),0,0,0,1,0,0,0
6742,loaf bread,grams (g),0,0,0,1,0,0,0
6743,loaf bread,grams (g),0,0,0,1,0,0,0
6744,loaf bread,grams (g),0,0,0,1,0,0,0
6745,loaf bread,grams (g),0,0,0,1,0,0,0
6746,loaf bread,grams (g),0,0,0,1,0,0,0
6747,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
6748,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
6749,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
6750,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
6751,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
6752,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
6753,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
6754,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
6763,cabbage,grams (g),0,0,0,1,0,0,0
6764,cabbage,grams (g),0,0,0,1,0,0,0
6765,cabbage,grams (g),0,0,0,1,0,0,0
6766,cabbage,grams (g),0,0,0,1,0,0,0
6767,cabbage,grams (g),0,0,0,1,0,0,0
6768,cabbage,grams (g),0,0,0,1,0,0,0
6769,cabbage,grams (g),0,0,0,1,0,0,0
6770,cabbage,grams (g),0,0,0,1,0,0,0
6771,cabbage,grams (g),0,0,0,1,0,0,0
6772,cabbage,grams (g),0,0,0,1,0,0,0
6773,cabbage,grams (g),0,0,0,1,0,0,0
6774,cabbage,grams (g),0,0,0,1,0,0,0
6775,cabbage,grams (g),0,0,0,1,0,0,0
6776,cabbage,grams (g),0,0,0,1,0,0,0
6777,cabbage,grams (g),0,0,0,1,0,0,0
6778,cabbage,grams (g),0,0,0,1,0,0,0
6779,cabbage,grams (g),0,0,0,1,0,0,0
6780,cabbage,grams (g),0,0,0,1,0,0,0
6781,cabbage,grams (g),0,0,0,1,0,0,0
6782,cabbage,grams (g),0,0,0,1,0,0,0
6783,cabbage,grams (g),0,0,0,1,0,0,0
6784,camote tops,grams (g),0,0,0,1,0,0,0
6785,camote tops,grams (g),0,0,0,1,0,0,0
6786,camote tops,grams (g),0,0,0,1,0,0,0
6787,camote tops,grams (g),0,0,0,1,0,0,0
6788,camote tops,grams (g),0,0,0,1,0,0,0
6789,camote,grams (g),0,0,0,1,0,0,0
6790,camote,grams (g),0,0,0,1,0,0,0
6791,camote,grams (g),0,0,0,1,0,0,0
6792,camote,grams (g),0,0,0,1,0,0,0
6793,camote,grams (g),0,0,0,1,0,0,0
6794,camote,grams (g),0,0,0,1,0,0,0
6795,camote,grams (g),0,0,0,1,0,0,0
6796,camote,grams (g),0,0,0,1,0,0,0
6797,camote,grams (g),0,0,0,1,0,0,0
6798,camote,grams (g),0,0,0,1,0,0,0
6799,camote,grams (g),0,0,0,1,0,0,0
6800,camote,grams (g),0,0,0,1,0,0,0
6801,carrot,grams (g),0,0,0,1,0,0,0
6802,carrot,grams (g),0,0,0,1,0,0,0
6803,carrot,grams (g),0,0,0,1,0,0,0
6804,carrot,grams (g),0,0,0,1,0,0,0
6805,carrot,grams (g),0,0,0,1,0,0,0
6806,carrot,grams (g),0,0,0,1,0,0,0
6807,carrot,grams (g),0,0,0,1,0,0,0
6808,carrot,grams (g),0,0,0,1,0,0,0
6809,carrot,grams (g),0,0,0,1,0,0,0
6810,carrot,grams (g),0,0,0,1,0,0,0
6811,carrot,grams (g),0,0,0,1,0,0,0
6812,carrot,grams (g),0,0,0,1,0,0,0
6813,carrot,grams (g),0,0,0,1,0,0,0
6814,carrot,grams (g),0,0,0,1,0,0,0
6815,carrot,grams (g),0,0,0,1,0,0,0
6816,carrot,grams (g),0,0,0,1,0,0,0
6817,carrot,grams (g),0,0,0,1,0,0,0
6818,carrot,grams (g),0,0,0,1,0,0,0
6819,carrot,grams (g),0,0,0,1,0,0,0
6820,carrot,grams (g),0,0,0,1,0,0,0
6821,carrot,grams (g),0,0,0,1,0,0,0
6822,carrot,grams (g),0,0,0,1,0,0,0
6823,chicken,grams (g),0,0,0,1,0,0,0
6824,chicken,grams (g),0,0,0,1,0,0,0
6825,chicken,grams (g),0,0,0,1,0,0,0
6826,chicken,grams (g),0,0,0,1,0,0,0
6827,chicken,grams (g),0,0,0,1,0,0,0
6828,"crackers, cookies, buiscuits, chips/curls",Kilograms (Kgs),0,0,0,1,0,0,0
6829,"crackers, cookies, buiscuits, chips/curls",Kilograms (Kgs),0,0,0,1,0,0,0
6830,"crackers, cookies, buiscuits, chips/curls",Kilograms (Kgs),0,0,0,1,0,0,0
6831,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
6832,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
6833,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
6834,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
6835,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
6836,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
6837,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
6838,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
6839,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
6840,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
6841,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
6842,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
6843,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
6844,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
6845,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
6846,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
6847,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
6848,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
6849,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
6850,"crackers, cookies, buiscuits, chips/curls",grams (g),0,0,0,1,0,0,0
6851,fresh fish,grams (g),0,0,0,1,0,0,0
6852,fresh fish,grams (g),0,0,0,1,0,0,0
6853,fresh fish,grams (g),0,0,0,1,0,0,0
6854,fresh fish,grams (g),0,0,0,1,0,0,0
6855,fresh fish,grams (g),0,0,0,1,0,0,0
6856,fresh fish,grams (g),0,0,0,1,0,0,0
6857,fresh fish,grams (g),0,0,0,1,0,0,0
6858,fresh fish,grams (g),0,0,0,1,0,0,0
6859,fresh fish,grams (g),0,0,0,1,0,0,0
6860,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
6861,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
6862,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
6863,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
6864,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
6865,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
6866,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
6867,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
6868,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",grams (g),1,0,0,1,0,0,1
6869,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),1,0,0,0,1,0,1
6870,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),1,0,0,0,1,0,1
6871,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),1,0,0,0,1,0,1
6872,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),1,0,0,0,1,0,1
6873,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6874,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6875,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6876,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6877,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6878,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6879,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6880,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6881,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6882,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6883,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6884,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6885,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6886,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6887,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6888,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6889,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6890,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6891,loaf bread,grams (g),0,0,0,1,0,0,0
6892,loaf bread,grams (g),0,0,0,1,0,0,0
6893,loaf bread,grams (g),0,0,0,1,0,0,0
6894,loaf bread,grams (g),0,0,0,1,0,0,0
6895,loaf bread,grams (g),0,0,0,1,0,0,0
6896,loaf bread,grams (g),0,0,0,1,0,0,0
6897,loaf bread,grams (g),0,0,0,1,0,0,0
6898,loaf bread,grams (g),0,0,0,1,0,0,0
6899,loaf bread,grams (g),0,0,0,1,0,0,0
6900,loaf bread,grams (g),0,0,0,1,0,0,0
6901,loaf bread,grams (g),0,0,0,1,0,0,0
6902,loaf bread,grams (g),0,0,0,1,0,0,0
6903,loaf bread,grams (g),0,0,0,1,0,0,0
6904,loaf bread,grams (g),0,0,0,1,0,0,0
6905,loaf bread,grams (g),0,0,0,1,0,0,0
6906,loaf bread,grams (g),0,0,0,1,0,0,0
6907,loaf bread,grams (g),0,0,0,1,0,0,0
6908,loaf bread,grams (g),0,0,0,1,0,0,0
6909,loaf bread,grams (g),0,0,0,1,0,0,0
6910,loaf bread,grams (g),0,0,0,1,0,0,0
6911,loaf bread,grams (g),0,0,0,1,0,0,0
6912,loaf bread,grams (g),0,0,0,1,0,0,0
6913,loaf bread,grams (g),0,0,0,1,0,0,0
6914,loaf bread,grams (g),0,0,0,1,0,0,0
6915,loaf bread,grams (g),0,0,0,1,0,0,0
6916,mango,grams (g),0,0,0,1,0,0,0
6917,mango,grams (g),0,0,0,1,0,0,0
6918,mango,grams (g),0,0,0,1,0,0,0
6919,mango,grams (g),0,0,0,1,0,0,0
6920,mango,grams (g),0,0,0,1,0,0,0
6921,mango,grams (g),0,0,0,1,0,0,0
6922,mango,grams (g),0,0,0,1,0,0,0
6923,mango,grams (g),0,0,0,1,0,0,0
6924,mango,grams (g),0,0,0,1,0,0,0
6925,mango,grams (g),0,0,0,1,0,0,0
6926,mango,grams (g),0,0,0,1,0,0,0
6927,mango,grams (g),0,0,0,1,0,0,0
6928,"prawns, lobster, shrimp",grams (g),0,0,0,1,0,0,0
6929,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
6930,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
6931,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
6932,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
6933,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
6934,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
6935,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
6936,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
6937,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
6938,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
6939,rice,grams (g),0,0,0,1,0,0,0
6940,rice,grams (g),0,0,0,1,0,0,0
6941,rice,grams (g),0,0,0,1,0,0,0
6942,rice,grams (g),0,0,0,1,0,0,0
6943,rice,grams (g),0,0,0,1,0,0,0
6944,rice,grams (g),0,0,0,1,0,0,0
6945,rice,grams (g),0,0,0,1,0,0,0
6946,cabbage,grams (g),0,0,0,1,0,0,0
6947,cabbage,grams (g),0,0,0,1,0,0,0
6948,cabbage,grams (g),0,0,0,1,0,0,0
6949,cabbage,grams (g),0,0,0,1,0,0,0
6950,cabbage,grams (g),0,0,0,1,0,0,0
6951,cabbage,grams (g),0,0,0,1,0,0,0
6952,camote tops,grams (g),0,0,0,1,0,0,0
6953,camote tops,grams (g),0,0,0,1,0,0,0
6954,carrot,grams (g),0,0,0,1,0,0,0
6955,carrot,grams (g),0,0,0,1,0,0,0
6956,carrot,grams (g),0,0,0,1,0,0,0
6957,carrot,grams (g),0,0,0,1,0,0,0
6958,carrot,grams (g),0,0,0,1,0,0,0
6959,carrot,grams (g),0,0,0,1,0,0,0
6960,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
6961,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
6962,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
6963,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
6964,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
6965,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
6966,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
6967,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),0,0,0,0,1,0,1
6968,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6969,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6970,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6971,"liquor (e.g, whisky, coconut wine)",Litres (L),0,0,0,0,1,1,0
6972,loaf bread,grams (g),0,0,0,1,0,0,0
6973,loaf bread,grams (g),0,0,0,1,0,0,0
6974,loaf bread,grams (g),0,0,0,1,0,0,0
6975,loaf bread,grams (g),0,0,0,1,0,0,0
6976,loaf bread,grams (g),0,0,0,1,0,0,0
6977,mango,grams (g),0,0,0,1,0,0,0
6978,mango,grams (g),0,0,0,1,0,0,0
6979,mango,grams (g),0,0,0,1,0,0,0
6980,mango,grams (g),0,0,0,1,0,0,0
6981,mango,grams (g),0,0,0,1,0,0,0
6982,mango,grams (g),0,0,0,1,0,0,0
6983,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
6984,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
6985,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
6986,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),0,0,0,1,0,0,0
6987,cabbage,grams (g),0,0,0,1,0,0,0
6988,cabbage,grams (g),0,0,0,1,0,0,0
