id,pull_item,rawtick,dim,raw_weight,corrected_weight,judgement,magchg,dimchg,trivial,nopub,snap_rule
5534,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.045000002,45,0,0,0,1,0,log10 median
5535,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.60000002,600,0,0,0,1,0,block governs
5536,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.25,250,0,0,0,1,0,log10 median
5537,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
5538,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.75,750,0,0,0,1,0,log10 median
5539,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
5540,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.75,750,0,0,0,1,0,log10 median
5541,loaf bread,grams (g),g,600,600,0,0,0,1,0,log10 median
5542,loaf bread,grams (g),g,640,640,0,0,0,1,0,log10 median
5543,loaf bread,grams (g),g,640,640,0,0,0,1,0,log10 median
5544,loaf bread,grams (g),g,450,450,0,0,0,1,0,log10 median
5545,loaf bread,grams (g),g,640,640,0,0,0,1,0,log10 median
5546,loaf bread,grams (g),g,450,450,0,0,0,1,0,log10 median
5547,loaf bread,grams (g),g,220,220,0,0,0,1,0,log10 median
5548,loaf bread,grams (g),g,220,220,0,0,0,1,0,log10 median
5549,mango,grams (g),g,160,160,0,0,0,1,0,log10 median
5550,mango,grams (g),g,210,210,0,0,0,1,0,log10 median
5551,mango,grams (g),g,220,220,0,0,0,1,0,log10 median
5552,mango,grams (g),g,260,260,0,0,0,1,0,log10 median
5553,"prawns, lobster, shrimp",grams (g),g,185,185,0,0,0,1,0,log10 median
5554,"prawns, lobster, shrimp",grams (g),g,385,385,0,0,0,1,0,log10 median
5555,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,250,250,0,0,0,1,0,log10 median
5556,"preserved or processed meat (tocino, tapa, longaniza, etc)",Kilograms (Kgs),g,1,1000,0,0,0,1,0,block governs
5557,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,250,250,0,0,0,1,0,log10 median
5558,"preserved or processed meat (tocino, tapa, longaniza, etc)",Kilograms (Kgs),g,1.14,1140,0,0,0,1,0,block governs
5559,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,250,250,0,0,0,1,0,log10 median
5560,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,615,615,0,0,0,1,0,log10 median
5561,rice,Kilograms (Kgs),g,2.28,2280,0,0,0,1,0,log10 median
5562,rice,Kilograms (Kgs),g,2.2650001,2265,0,0,0,1,0,log10 median
5563,rice,Kilograms (Kgs),g,2.2049999,2205,0,0,0,1,0,log10 median
5564,cabbage,grams (g),g,700,700,0,0,0,1,0,log10 median
5565,cabbage,grams (g),g,740,740,0,0,0,1,0,log10 median
5566,cabbage,grams (g),g,865,865,0,0,0,1,0,log10 median
5567,cabbage,grams (g),g,830,830,0,0,0,1,0,log10 median
5568,cabbage,Kilograms (Kgs),g,1.0549999,1055,0,0,0,1,0,log10 median
5569,cabbage,Kilograms (Kgs),g,1.13,1130,0,0,0,1,0,log10 median
5570,cabbage,grams (g),g,.22499999,225,1,1,0,0,0,log10 median
5571,cabbage,grams (g),g,.405,405,1,1,0,0,0,log10 median
5572,cabbage,grams (g),g,.89999998,900,1,1,0,0,0,log10 median
5573,cabbage,grams (g),g,380,380,0,0,0,1,0,log10 median
5574,cabbage,grams (g),g,730,730,0,0,0,1,0,log10 median
5575,cabbage,Kilograms (Kgs),g,1.58,1580,0,0,0,1,0,log10 median
5576,camote tops,grams (g),g,.11,110,1,1,0,0,0,log10 median
5577,camote tops,grams (g),g,225,225,0,0,0,1,0,log10 median
5578,camote tops,grams (g),g,.13,130,1,1,0,0,0,log10 median
5579,carrot,grams (g),g,.15000001,150,1,1,0,0,0,log10 median
5580,carrot,grams (g),g,.20999999,210,1,1,0,0,0,log10 median
5581,carrot,grams (g),g,.31999999,320,1,1,0,0,0,log10 median
5582,carrot,grams (g),g,.079999998,80,1,1,0,0,0,log10 median
5583,carrot,grams (g),g,.13,130,1,1,0,0,0,log10 median
5584,carrot,grams (g),g,.17,170,1,1,0,0,0,log10 median
5585,carrot,grams (g),g,60,60,0,0,0,1,0,log10 median
5586,carrot,grams (g),g,210,210,0,0,0,1,0,log10 median
5587,carrot,grams (g),g,320,320,0,0,0,1,0,log10 median
5588,carrot,grams (g),g,.20999999,210,1,1,0,0,0,log10 median
5589,carrot,grams (g),g,.36500001,365,1,1,0,0,0,log10 median
5590,carrot,grams (g),g,.45500001,455,1,1,0,0,0,log10 median
5591,chicken,grams (g),g,.81,810,1,1,0,0,0,log10 median
5592,chicken,grams (g),g,.94999999,950,1,1,0,0,0,log10 median
5593,chicken,grams (g),g,1.12,1120,1,1,0,0,0,log10 median
5594,chicken,grams (g),g,755,755,0,0,0,1,0,log10 median
5595,chicken,grams (g),g,960,960,0,0,0,1,0,log10 median
5596,chicken,Kilograms (Kgs),g,1.0599999,1060,0,0,0,1,0,log10 median
5597,chicken,Kilograms (Kgs),g,1.6,1600,0,0,0,1,0,log10 median
5598,chicken,grams (g),g,695,695,0,0,0,1,0,log10 median
5599,chicken,grams (g),g,850,850,0,0,0,1,0,log10 median
5600,chicken,Kilograms (Kgs),g,1.27,1270,0,0,0,1,0,log10 median
5601,"crackers, cookies, buiscuits, chips/curls",grams (g),g,220,220,0,0,0,1,0,block governs
5602,"crackers, cookies, buiscuits, chips/curls",grams (g),g,450,450,0,0,0,1,0,block governs
5603,"crackers, cookies, buiscuits, chips/curls",grams (g),g,640,640,0,0,0,1,0,block governs
5604,"crackers, cookies, buiscuits, chips/curls",grams (g),g,.25,250,1,1,0,0,0,block governs
5605,"crackers, cookies, buiscuits, chips/curls",grams (g),g,.25,250,1,1,0,0,0,block governs
5606,"crackers, cookies, buiscuits, chips/curls",grams (g),g,60,60,0,0,0,1,0,log10 median
5607,"crackers, cookies, buiscuits, chips/curls",grams (g),g,90,90,0,0,0,1,0,log10 median
5608,"crackers, cookies, buiscuits, chips/curls",grams (g),g,25,25,0,0,0,1,0,log10 median
5609,"crackers, cookies, buiscuits, chips/curls",grams (g),g,200,200,0,0,0,1,0,log10 median
5610,"crackers, cookies, buiscuits, chips/curls",grams (g),g,25,25,0,0,0,1,0,log10 median
5611,"crackers, cookies, buiscuits, chips/curls",grams (g),g,50,50,0,0,0,1,0,log10 median
5612,"crackers, cookies, buiscuits, chips/curls",grams (g),g,415,415,0,0,0,1,0,block governs
5613,"crackers, cookies, buiscuits, chips/curls",grams (g),g,150,150,0,0,0,1,0,log10 median
5614,"crackers, cookies, buiscuits, chips/curls",grams (g),g,320,320,0,0,0,1,0,log10 median
5615,"crackers, cookies, buiscuits, chips/curls",grams (g),g,320,320,0,0,0,1,0,log10 median
5616,"crackers, cookies, buiscuits, chips/curls",grams (g),g,310,310,0,0,0,1,0,log10 median
5617,"crackers, cookies, buiscuits, chips/curls",Litres (L),g,.33000001,330,1,0,1,0,0,log10 median
5618,"crackers, cookies, buiscuits, chips/curls",grams (g),g,250,250,0,0,0,1,0,log10 median
5619,"crackers, cookies, buiscuits, chips/curls",grams (g),g,170,170,0,0,0,1,0,log10 median
5620,"crackers, cookies, buiscuits, chips/curls",grams (g),g,355,355,0,0,0,1,0,log10 median
5621,"crackers, cookies, buiscuits, chips/curls",grams (g),g,320,320,0,0,0,1,0,log10 median
5622,"drinks at restaurant, hotel, cafe, or kiosk",Litres (L),mL,.19,190,0,0,0,1,0,log10 median
5623,"drinks at restaurant, hotel, cafe, or kiosk",Litres (L),mL,.35499999,355,0,0,0,1,0,log10 median
5624,"drinks at restaurant, hotel, cafe, or kiosk",Litres (L),mL,.0015,1500,1,1,0,0,0,log10 median
5625,"drinks at restaurant, hotel, cafe, or kiosk",Litres (L),mL,.19,190,0,0,0,1,0,log10 median
5626,"drinks at restaurant, hotel, cafe, or kiosk",Litres (L),mL,.35499999,355,0,0,0,1,0,log10 median
5627,"drinks at restaurant, hotel, cafe, or kiosk",Litres (L),mL,.0015,1500,1,1,0,0,0,log10 median
5628,"drinks at restaurant, hotel, cafe, or kiosk",Litres (L),mL,.19,190,0,0,0,1,0,log10 median
5629,"drinks at restaurant, hotel, cafe, or kiosk",Litres (L),mL,.35499999,355,0,0,0,1,0,log10 median
5630,"drinks at restaurant, hotel, cafe, or kiosk",Litres (L),mL,.19,190,0,0,0,1,0,log10 median
5631,"drinks at restaurant, hotel, cafe, or kiosk",Litres (L),mL,.35499999,355,0,0,0,1,0,log10 median
5632,"drinks at restaurant, hotel, cafe, or kiosk",Litres (L),mL,.19,190,0,0,0,1,0,log10 median
5633,"drinks at restaurant, hotel, cafe, or kiosk",Litres (L),mL,.35499999,355,0,0,0,1,0,log10 median
5634,"drinks at restaurant, hotel, cafe, or kiosk",Litres (L),mL,.0015,1500,1,1,0,0,0,log10 median
5635,"drinks at restaurant, hotel, cafe, or kiosk",Litres (L),mL,.19,190,0,0,0,1,0,log10 median
5636,"drinks at restaurant, hotel, cafe, or kiosk",Litres (L),mL,.35499999,355,0,0,0,1,0,log10 median
5637,"drinks at restaurant, hotel, cafe, or kiosk",Litres (L),mL,.0015,1500,1,1,0,0,0,log10 median
5638,fresh fish,grams (g),g,.45500001,455,1,1,0,0,0,block governs
5639,fresh fish,grams (g),g,895,895,0,0,0,1,0,block governs
5640,fresh fish,grams (g),g,880,880,0,0,0,1,0,block governs
5641,fresh fish,grams (g),g,675,675,0,0,0,1,0,block governs
5642,fresh fish,grams (g),g,795,795,0,0,0,1,0,block governs
5643,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),g,.075000003,75,1,0,1,0,0,log10 median
5644,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),g,.20999999,210,1,0,1,0,0,block governs
5645,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",grams (g),g,.35499999,355,1,1,0,0,0,block governs
5646,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",grams (g),g,.375,375,1,1,0,0,0,block governs
5647,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
5648,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
5649,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
5650,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
5651,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
5652,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
5653,loaf bread,grams (g),g,400,400,0,0,0,1,0,log10 median
5654,loaf bread,grams (g),g,600,600,0,0,0,1,0,log10 median
5655,loaf bread,grams (g),g,220,220,0,0,0,1,0,log10 median
5656,loaf bread,grams (g),g,450,450,0,0,0,1,0,log10 median
5657,loaf bread,grams (g),g,640,640,0,0,0,1,0,log10 median
5658,loaf bread,grams (g),g,450,450,0,0,0,1,0,log10 median
5659,loaf bread,grams (g),g,640,640,0,0,0,1,0,log10 median
5660,"prawns, lobster, shrimp",grams (g),g,.25999999,260,1,1,0,0,0,log10 median
5661,"prawns, lobster, shrimp",grams (g),g,450,450,0,0,0,1,0,log10 median
5662,"prawns, lobster, shrimp",grams (g),g,.25999999,260,1,1,0,0,0,log10 median
5663,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,200,200,0,0,0,1,0,log10 median
5664,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,428,428,0,0,0,1,0,log10 median
5665,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,.22499999,225,1,1,0,0,0,log10 median
5666,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,200,200,0,0,0,1,0,log10 median
5667,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,.185,185,1,1,0,0,0,log10 median
5668,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,.285,285,1,1,0,0,0,log10 median
5669,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,.33500001,335,1,1,0,0,0,log10 median
5670,cabbage,grams (g),g,440,440,0,0,0,1,0,log10 median
5671,cabbage,grams (g),g,615,615,0,0,0,1,0,log10 median
5672,cabbage,grams (g),g,805,805,0,0,0,1,0,log10 median
5673,cabbage,grams (g),g,385,385,0,0,0,1,0,log10 median
5674,cabbage,grams (g),g,715,715,0,0,0,1,0,log10 median
5675,cabbage,Kilograms (Kgs),g,1.13,1130,0,0,0,1,0,log10 median
5676,cabbage,grams (g),g,720,720,0,0,0,1,0,log10 median
5677,cabbage,grams (g),g,765,765,0,0,0,1,0,log10 median
5678,cabbage,Kilograms (Kgs),g,1.1,1100,0,0,0,1,0,log10 median
5679,cabbage,grams (g),g,130,130,0,0,0,1,0,log10 median
5680,cabbage,grams (g),g,.175,175,1,1,0,0,0,log10 median
5681,cabbage,grams (g),g,180,180,0,0,0,1,0,log10 median
5682,camote tops,grams (g),g,175,175,0,0,0,1,0,log10 median
5683,camote tops,grams (g),g,245,245,0,0,0,1,0,log10 median
5684,camote tops,grams (g),g,225,225,0,0,0,1,0,log10 median
5685,camote,grams (g),g,140,140,0,0,0,1,0,log10 median
5686,camote,grams (g),g,235,235,0,0,0,1,0,log10 median
5687,camote,grams (g),g,385,385,0,0,0,1,0,log10 median
5688,carrot,grams (g),g,.090000004,90,1,1,0,0,0,log10 median
5689,carrot,grams (g),g,110,110,0,0,0,1,0,log10 median
5690,carrot,grams (g),g,155,155,0,0,0,1,0,log10 median
5691,carrot,grams (g),g,120,120,0,0,0,1,0,log10 median
5692,carrot,grams (g),g,165,165,0,0,0,1,0,log10 median
5693,carrot,grams (g),g,310,310,0,0,0,1,0,log10 median
5694,carrot,grams (g),g,.085000001,85,1,1,0,0,0,log10 median
5695,carrot,grams (g),g,165,165,0,0,0,1,0,log10 median
5696,carrot,grams (g),g,295,295,0,0,0,1,0,log10 median
5697,chicken,grams (g),g,925,925,0,0,0,1,0,log10 median
5698,chicken,Kilograms (Kgs),g,1.115,1115,0,0,0,1,0,log10 median
5699,chicken,Kilograms (Kgs),g,1.215,1215,0,0,0,1,0,log10 median
5700,chicken,grams (g),g,900,900,0,0,0,1,0,log10 median
5701,chicken,Kilograms (Kgs),g,1.1849999,1185,0,0,0,1,0,log10 median
5702,chicken,Kilograms (Kgs),g,1.51,1510,0,0,0,1,0,log10 median
5703,chicken,grams (g),g,765,765,0,0,0,1,0,log10 median
5704,chicken,grams (g),g,980,980,0,0,0,1,0,log10 median
5705,chicken,Kilograms (Kgs),g,1.425,1425,0,0,0,1,0,log10 median
5706,chicken,grams (g),g,680,680,0,0,0,1,0,log10 median
5707,chicken,Kilograms (Kgs),g,1.155,1155,0,0,0,1,0,log10 median
5708,"crackers, cookies, buiscuits, chips/curls",grams (g),g,48,48,0,0,0,1,0,log10 median
5709,"crackers, cookies, buiscuits, chips/curls",grams (g),g,33,33,0,0,0,1,0,log10 median
5710,"crackers, cookies, buiscuits, chips/curls",grams (g),g,42,42,0,0,0,1,0,log10 median
5711,"crackers, cookies, buiscuits, chips/curls",grams (g),g,420,420,0,0,0,1,0,block governs
5712,"crackers, cookies, buiscuits, chips/curls",grams (g),g,160,160,0,0,0,1,0,log10 median
5713,"crackers, cookies, buiscuits, chips/curls",grams (g),g,400,400,0,0,0,1,0,block governs
5714,"crackers, cookies, buiscuits, chips/curls",grams (g),g,420,420,0,0,0,1,0,block governs
5715,fresh fish,grams (g),g,345,345,0,0,0,1,0,log10 median
5716,fresh fish,grams (g),g,655,655,0,0,0,1,0,log10 median
5717,fresh fish,grams (g),g,985,985,0,0,0,1,0,log10 median
5718,fresh fish,grams (g),g,265,265,0,0,0,1,0,log10 median
5719,fresh fish,grams (g),g,535,535,0,0,0,1,0,log10 median
5720,fresh fish,grams (g),g,800,800,0,0,0,1,0,log10 median
5721,fresh fish,grams (g),g,725,725,0,0,0,1,0,block governs
5722,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.048999999,49,0,0,0,1,0,log10 median
5723,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.1,100,0,0,0,1,0,log10 median
5724,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.045000002,45,0,0,0,1,0,log10 median
5725,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.055,55,0,0,0,1,0,log10 median
5726,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
5727,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
5728,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
5729,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.75,750,0,0,0,1,0,log10 median
5730,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.75,750,0,0,0,1,0,log10 median
5731,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.75,750,0,0,0,1,0,log10 median
5732,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.75,750,0,0,0,1,0,log10 median
5733,loaf bread,grams (g),g,640,640,0,0,0,1,0,log10 median
5734,loaf bread,grams (g),g,500,500,0,0,0,1,0,log10 median
5735,loaf bread,grams (g),g,450,450,0,0,0,1,0,log10 median
5736,loaf bread,grams (g),g,640,640,0,0,0,1,0,log10 median
5737,loaf bread,grams (g),g,360,360,0,0,0,1,0,log10 median
5738,loaf bread,grams (g),g,220,220,0,0,0,1,0,log10 median
5739,loaf bread,grams (g),g,450,450,0,0,0,1,0,log10 median
5740,mango,grams (g),g,280,280,0,0,0,1,0,log10 median
5741,mango,grams (g),g,245,245,0,0,0,1,0,log10 median
5742,mango,grams (g),g,380,380,0,0,0,1,0,log10 median
5743,"prawns, lobster, shrimp",grams (g),g,240,240,0,0,0,1,0,log10 median
5744,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,250,250,0,0,0,1,0,log10 median
5745,"preserved or processed meat (tocino, tapa, longaniza, etc)",Kilograms (Kgs),g,1,1000,0,0,0,1,0,log10 median
5746,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,250,250,0,0,0,1,0,log10 median
5747,"preserved or processed meat (tocino, tapa, longaniza, etc)",Kilograms (Kgs),g,1,1000,0,0,0,1,0,log10 median
5748,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,250,250,0,0,0,1,0,log10 median
5749,"preserved or processed meat (tocino, tapa, longaniza, etc)",Kilograms (Kgs),g,1,1000,0,0,0,1,0,log10 median
5750,rice,grams (g),g,425,425,0,0,0,1,0,block governs
5751,beef,grams (g),g,525,525,0,0,0,1,0,block governs
5752,beef,grams (g),g,510,510,0,0,0,1,0,block governs
5753,cabbage,grams (g),g,330,330,0,0,0,1,0,log10 median
5754,cabbage,grams (g),g,505,505,0,0,0,1,0,log10 median
5755,cabbage,grams (g),g,660,660,0,0,0,1,0,log10 median
5756,cabbage,grams (g),g,450,450,0,0,0,1,0,log10 median
5757,cabbage,grams (g),g,715,715,0,0,0,1,0,log10 median
5758,cabbage,Kilograms (Kgs),g,1.015,1015,0,0,0,1,0,log10 median
5759,cabbage,grams (g),g,465,465,0,0,0,1,0,log10 median
5760,cabbage,grams (g),g,645,645,0,0,0,1,0,log10 median
5761,cabbage,grams (g),g,770,770,0,0,0,1,0,log10 median
5762,cabbage,grams (g),g,145,145,0,0,0,1,0,log10 median
5763,cabbage,grams (g),g,160,160,0,0,0,1,0,log10 median
5764,camote tops,grams (g),g,155,155,0,0,0,1,0,log10 median
5765,camote tops,grams (g),g,285,285,0,0,0,1,0,log10 median
5766,camote tops,grams (g),g,110,110,0,0,0,1,0,log10 median
5767,camote,grams (g),g,120,120,0,0,0,1,0,log10 median
5768,camote,grams (g),g,200,200,0,0,0,1,0,log10 median
5769,camote,grams (g),g,310,310,0,0,0,1,0,log10 median
5770,camote,grams (g),g,.075000003,75,1,1,0,0,0,log10 median
5771,camote,grams (g),g,155,155,0,0,0,1,0,log10 median
5772,camote,grams (g),g,245,245,0,0,0,1,0,log10 median
5773,carrot,grams (g),g,150,150,0,0,0,1,0,log10 median
5774,carrot,grams (g),g,.079999998,80,1,1,0,0,0,log10 median
5775,carrot,grams (g),g,110,110,0,0,0,1,0,log10 median
5776,chicken,Kilograms (Kgs),g,1.09,1090,0,0,0,1,0,log10 median
5777,chicken,Kilograms (Kgs),g,1.15,1150,0,0,0,1,0,log10 median
5778,chicken,Kilograms (Kgs),g,1.485,1485,0,0,0,1,0,log10 median
5779,chicken,grams (g),g,785,785,0,0,0,1,0,log10 median
5780,chicken,Kilograms (Kgs),g,1.035,1035,0,0,0,1,0,log10 median
5781,chicken,Kilograms (Kgs),g,1.3099999,1310,0,0,0,1,0,log10 median
5782,chicken,grams (g),g,950,950,0,0,0,1,0,log10 median
5783,chicken,Kilograms (Kgs),g,1.115,1115,0,0,0,1,0,log10 median
5784,"crackers, cookies, buiscuits, chips/curls",grams (g),g,30,30,0,0,0,1,0,log10 median
5785,"crackers, cookies, buiscuits, chips/curls",grams (g),g,21,21,0,0,0,1,0,log10 median
5786,"crackers, cookies, buiscuits, chips/curls",grams (g),g,280,280,0,0,0,1,0,block governs
5787,"crackers, cookies, buiscuits, chips/curls",grams (g),g,28,28,0,0,0,1,0,log10 median
5788,"crackers, cookies, buiscuits, chips/curls",grams (g),g,240,240,0,0,0,1,0,block governs
5789,fresh fish,grams (g),g,365,365,0,0,0,1,0,log10 median
5790,fresh fish,grams (g),g,380,380,0,0,0,1,0,log10 median
5791,fresh fish,grams (g),g,510,510,0,0,0,1,0,log10 median
5792,fresh fish,grams (g),g,300,300,0,0,0,1,0,log10 median
5793,fresh fish,grams (g),g,290,290,0,0,0,1,0,log10 median
5794,fresh fish,grams (g),g,535,535,0,0,0,1,0,block governs
5795,fresh fish,grams (g),g,745,745,0,0,0,1,0,block governs
5796,fresh fish,Kilograms (Kgs),g,1.015,1015,0,0,0,1,0,block governs
5797,fresh fish,grams (g),g,750,750,0,0,0,1,0,block governs
5798,fresh fish,Kilograms (Kgs),g,1.0549999,1055,0,0,0,1,0,block governs
5799,fresh fish,Kilograms (Kgs),g,1.395,1395,0,0,0,1,0,block governs
5800,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",grams (g),mL,85,85,1,0,1,0,0,log10 median
5801,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.60000002,600,0,0,0,1,0,block governs
5802,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.75,750,0,0,0,1,0,block governs
5803,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.69999999,700,0,0,0,1,0,block governs
5804,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.5,500,0,0,0,1,0,block governs
5805,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.1,100,0,0,0,1,0,log10 median
5806,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.85000002,850,0,0,0,1,0,block governs
5807,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.12,120,0,0,0,1,0,log10 median
5808,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.12,120,0,0,0,1,0,log10 median
5809,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Litres (L),mL,.44999999,450,0,0,0,1,0,block governs
5810,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
5811,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
5812,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.373,373,0,0,0,1,0,log10 median
5813,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.75,750,0,0,0,1,0,log10 median
5814,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.375,375,0,0,0,1,0,log10 median
5815,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.75,750,0,0,0,1,0,log10 median
5816,"liquor (e.g, whisky, coconut wine)",Litres (L),mL,.75,750,0,0,0,1,0,log10 median
5817,loaf bread,grams (g),g,640,640,0,0,0,1,0,log10 median
5818,loaf bread,grams (g),g,640,640,0,0,0,1,0,log10 median
5819,loaf bread,grams (g),g,640,640,0,0,0,1,0,log10 median
5820,loaf bread,grams (g),g,450,450,0,0,0,1,0,log10 median
5821,loaf bread,grams (g),g,450,450,0,0,0,1,0,log10 median
5822,loaf bread,grams (g),g,220,220,0,0,0,1,0,log10 median
5823,mango,grams (g),g,195,195,0,0,0,1,0,log10 median
5824,mango,grams (g),g,225,225,0,0,0,1,0,log10 median
5825,mango,grams (g),g,365,365,0,0,0,1,0,log10 median
5826,mango,grams (g),g,240,240,0,0,0,1,0,log10 median
5827,mango,grams (g),g,295,295,0,0,0,1,0,log10 median
5828,mango,grams (g),g,375,375,0,0,0,1,0,log10 median
5829,mango,grams (g),g,220,220,0,0,0,1,0,log10 median
5830,mango,grams (g),g,245,245,0,0,0,1,0,log10 median
5831,mango,grams (g),g,300,300,0,0,0,1,0,log10 median
5832,mango,grams (g),g,265,265,0,0,0,1,0,log10 median
5833,"prawns, lobster, shrimp",grams (g),g,250,250,0,0,0,1,0,log10 median
5834,"prawns, lobster, shrimp",grams (g),g,250,250,0,0,0,1,0,log10 median
5835,"prawns, lobster, shrimp",grams (g),g,145,145,0,0,0,1,0,log10 median
5836,"prawns, lobster, shrimp",grams (g),g,270,270,0,0,0,1,0,log10 median
5837,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,250,250,0,0,0,1,0,log10 median
5838,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,250,250,0,0,0,1,0,log10 median
5839,"preserved or processed meat (tocino, tapa, longaniza, etc)",Kilograms (Kgs),g,1,1000,0,0,0,1,0,block governs
5840,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,250,250,0,0,0,1,0,log10 median
5841,"preserved or processed meat (tocino, tapa, longaniza, etc)",Kilograms (Kgs),g,1.14,1140,0,0,0,1,0,block governs
5842,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,155,155,0,0,0,1,0,log10 median
5843,"preserved or processed meat (tocino, tapa, longaniza, etc)",grams (g),g,155,155,0,0,0,1,0,log10 median
5844,cabbage,grams (g),g,625,625,0,0,0,1,0,log10 median
5845,cabbage,grams (g),g,845,845,0,0,0,1,0,log10 median
5846,cabbage,Kilograms (Kgs),g,1.295,1295,0,0,0,1,0,log10 median
5847,cabbage,grams (g),g,495,495,0,0,0,1,0,log10 median
5848,cabbage,grams (g),g,745,745,0,0,0,1,0,log10 median
5849,cabbage,grams (g),g,770,770,0,0,0,1,0,log10 median
5850,cabbage,grams (g),g,785,785,0,0,0,1,0,log10 median
5851,cabbage,grams (g),g,895,895,0,0,0,1,0,log10 median
5852,cabbage,Kilograms (Kgs),g,1.155,1155,0,0,0,1,0,log10 median
5853,cabbage,grams (g),g,435,435,0,0,0,1,0,log10 median
5854,cabbage,grams (g),g,480,480,0,0,0,1,0,log10 median
5855,cabbage,grams (g),g,575,575,0,0,0,1,0,log10 median
5856,cabbage,grams (g),g,480,480,0,0,0,1,0,log10 median
