id,check,tier,priority,reason,has_photo,filename,photo_path,obs_type,pull_province,pull_municipal_city,market_name,store_stall_name,vendor_id,pull_item,pull_nsu_unit,rawtick,raw_weight,dim,corrected_weight,snap_rule,flat_group,nobs,nven,is_rep,queue_flag,queue_tier,read_model,read_human,needs_reading
6161,2,must,3,C2 magnitude only -- decimal moved,1,1773706616800.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773706616800.jpg,small_size,ILOILO,CABATUAN,San Miguel Public Market,Anica Sari Sari and Vegetable,BHRE2QQ5,Carrot,Bilog,grams (g),.085000001,g,85,log10 median,,,,,,,0,0,1
6162,2,must,3,C2 magnitude only -- decimal moved,1,1773706650413.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773706650413.jpg,medium_size,ILOILO,CABATUAN,San Miguel Public Market,Anica Sari Sari and Vegetable,BHRE2QQ5,Carrot,Bilog,grams (g),.18000001,g,180,log10 median,,,,,,,0,0,1
6163,2,must,3,C2 magnitude only -- decimal moved,1,1773706675174.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773706675174.jpg,large_size,ILOILO,CABATUAN,San Miguel Public Market,Anica Sari Sari and Vegetable,BHRE2QQ5,Carrot,Bilog,grams (g),.30500001,g,305,log10 median,,,,,,,0,0,1
6164,2,must,3,C2 magnitude only -- decimal moved,1,1773799647559.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773799647559.jpg,small_size,ILOILO,CABATUAN,Roadside,Sisa Store,LUHGHVSD,Carrot,Bilog,grams (g),.11,g,110,log10 median,,,,,,,0,0,1
6165,2,must,3,C2 magnitude only -- decimal moved,1,1773799670502.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773799670502.jpg,medium_size,ILOILO,CABATUAN,Roadside,Sisa Store,LUHGHVSD,Carrot,Bilog,grams (g),.17,g,170,log10 median,,,,,,,0,0,1
6166,2,must,3,C2 magnitude only -- decimal moved,1,1773708204305.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773708204305.jpg,small_size,ILOILO,CABATUAN,San Miguel Public Market,Sherwin Collantes,MOZ2BMOF,Carrot,Bilog,grams (g),.094999999,g,95,log10 median,,,,,,,0,0,1
6167,2,must,3,C2 magnitude only -- decimal moved,1,1773708224124.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773708224124.jpg,medium_size,ILOILO,CABATUAN,San Miguel Public Market,Sherwin Collantes,MOZ2BMOF,Carrot,Bilog,grams (g),.20999999,g,210,log10 median,,,,,,,0,0,1
6168,2,must,3,C2 magnitude only -- decimal moved,1,1773708244006.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773708244006.jpg,large_size,ILOILO,CABATUAN,San Miguel Public Market,Sherwin Collantes,MOZ2BMOF,Carrot,Bilog,grams (g),.40000001,g,400,log10 median,,,,,,,0,0,1
6169,2,must,3,C2 magnitude only -- decimal moved,1,1773800348557.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773800348557.jpg,small_size,ILOILO,CABATUAN,Roadside,Linero Store,OIPLZBBY,Carrot,Bilog,grams (g),.15000001,g,150,log10 median,,,,,,,0,0,1
6170,2,must,3,C2 magnitude only -- decimal moved,1,1773800369197.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773800369197.jpg,medium_size,ILOILO,CABATUAN,Roadside,Linero Store,OIPLZBBY,Carrot,Bilog,grams (g),.18000001,g,180,log10 median,,,,,,,0,0,1
6171,2,must,3,C2 magnitude only -- decimal moved,1,1778895373926.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778895373926.jpg,small_size,ILOILO,CABATUAN,Tabucan Talipapa,LRRJ VEGGIES and MORE,S91BIV8O,Carrot,Bilog,grams (g),.23,g,230,log10 median,,,,,,,0,0,1
6172,2,must,3,C2 magnitude only -- decimal moved,1,1773812140109.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773812140109.jpg,small_size,ILOILO,CABATUAN,Tabucan Talipapa,Montinola Store,SH9578FD,Carrot,Bilog,grams (g),.19499999,g,195,log10 median,,,,,,,0,0,1
6173,2,must,3,C2 magnitude only -- decimal moved,1,1773812164406.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773812164406.jpg,medium_size,ILOILO,CABATUAN,Tabucan Talipapa,Montinola Store,SH9578FD,Carrot,Bilog,grams (g),.25,g,250,log10 median,,,,,,,0,0,1
6174,2,must,3,C2 magnitude only -- decimal moved,1,1773798851157.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773798851157.jpg,small_size,ILOILO,CABATUAN,Roadside,Princess Store,2I4EHHCQ,Carrot,Putos (halo -halo ),grams (g),.13,g,130,log10 median,,,,,,,0,0,1
6175,2,must,3,C2 magnitude only -- decimal moved,1,1773800571177.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773800571177.jpg,small_size,ILOILO,CABATUAN,Roadside,Linero Store,44VV68BH,Carrot,Putos (halo -halo ),grams (g),.16,g,160,log10 median,,,,,,,0,0,1
6176,2,must,3,C2 magnitude only -- decimal moved,1,1773710298188.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773710298188.jpg,small_size,ILOILO,CABATUAN,San Miguel Public Market,Bretan̈a Store,8UD1I8ZE,Carrot,Putos (halo -halo ),grams (g),.2,g,200,log10 median,,,,,,,0,0,1
6177,2,must,3,C2 magnitude only -- decimal moved,1,1773708479965.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773708479965.jpg,small_size,ILOILO,CABATUAN,San Miguel Public Market,Sherwin Collantes,ALYD15TK,Carrot,Putos (halo -halo ),grams (g),.17,g,170,log10 median,,,,,,,0,0,1
6178,2,must,3,C2 magnitude only -- decimal moved,1,1773799978535.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773799978535.jpg,small_size,ILOILO,CABATUAN,Roadside,Sisa Store,P31F0K79,Carrot,Putos (halo -halo ),grams (g),.13,g,130,log10 median,,,,,,,0,0,1
6179,2,must,3,C2 magnitude only -- decimal moved,1,1773706870198.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773706870198.jpg,small_size,ILOILO,CABATUAN,San Miguel Public Market,Anica Sari Sari and Vegetable,R6H71I0C,Carrot,Putos (halo -halo ),grams (g),.14,g,140,log10 median,,,,,,,0,0,1
6185,2,must,3,C2 magnitude only -- decimal moved,1,1773812805842.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773812805842.jpg,small_size,ILOILO,CABATUAN,Tabucan Talipapa,Montinola Store,1NDAQXH2,"Crackers, Cookies, Buiscuits, Chips/Curls",Bilog,grams (g),.029999999,g,30,log10 median,,,,,,,0,0,1
6186,2,must,3,C2 magnitude only -- decimal moved,1,1773801973728.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773801973728.jpg,small_size,ILOILO,CABATUAN,Roadside,Riza Gene Store,B2ZZZ8L1,"Crackers, Cookies, Buiscuits, Chips/Curls",Bilog,grams (g),.035,g,35,log10 median,,,,,,,0,0,1
6187,2,must,3,C2 magnitude only -- decimal moved,1,1773802465492.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773802465492.jpg,small_size,ILOILO,CABATUAN,Roadside,Kusina Store,O0RD1798,"Crackers, Cookies, Buiscuits, Chips/Curls",Bilog,grams (g),.025,g,25,log10 median,,,,,,,0,0,1
6188,2,must,3,C2 magnitude only -- decimal moved,1,1773802488482.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773802488482.jpg,medium_size,ILOILO,CABATUAN,Roadside,Kusina Store,O0RD1798,"Crackers, Cookies, Buiscuits, Chips/Curls",Bilog,grams (g),.059999999,g,60,log10 median,,,,,,,0,0,1
6189,2,must,3,C2 magnitude only -- decimal moved,1,1773802519770.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773802519770.jpg,large_size,ILOILO,CABATUAN,Roadside,Kusina Store,O0RD1798,"Crackers, Cookies, Buiscuits, Chips/Curls",Bilog,grams (g),.1,g,100,log10 median,,,,,,,0,0,1
6190,2,must,3,C2 magnitude only -- decimal moved,1,1773809305663.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773809305663.jpg,small_size,ILOILO,CABATUAN,San Miguel Public Market,Grocers E Grocery Store,P30OZCDR,"Crackers, Cookies, Buiscuits, Chips/Curls",Packs,grams (g),.30500001,g,305,log10 median,,,,,,,0,0,1
6191,2,must,3,C2 magnitude only -- decimal moved,1,1773809326316.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773809326316.jpg,medium_size,ILOILO,CABATUAN,San Miguel Public Market,Grocers E Grocery Store,P30OZCDR,"Crackers, Cookies, Buiscuits, Chips/Curls",Packs,grams (g),.33500001,g,335,log10 median,,,,,,,0,0,1
6192,2,must,1,C2 magnitude only -- decimal moved [review queue],1,1773801717143.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773801717143.jpg,small_size,ILOILO,CABATUAN,Roadside,Riza Gene Store,Y9LG1KVC,"Crackers, Cookies, Buiscuits, Chips/Curls",Packs,grams (g),.35499999,g,355,log10 median,,,,,decade_outlier,1: decade outlier,1,0,0
6193,2,must,3,C2 magnitude only -- decimal moved,1,1773812716719.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773812716719.jpg,small_size,ILOILO,CABATUAN,Tabucan Talipapa,Montinola Store,GNX7B1XB,"Crackers, Cookies, Buiscuits, Chips/Curls",Putos,grams (g),.26499999,g,265,log10 median,,,,,,,0,0,1
6194,2,must,3,C2 magnitude only -- decimal moved,1,1773711409747.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773711409747.jpg,large_size,ILOILO,CABATUAN,Cabatuan Public Market,Genalyn Malaga Fish Retailer,1DBL2J1Y,Fresh Fish,Bilog,grams (g),.63,g,630,log10 median,,,,,,,0,0,1
6195,2,must,3,C2 magnitude only -- decimal moved,1,1773800623728.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773800623728.jpg,medium_size,ILOILO,CABATUAN,Roadside,Linero Store,1N8DDHJM,Fresh Fish,Bilog,grams (g),.52999997,g,530,log10 median,,,,,,,0,0,1
6196,2,must,3,C2 magnitude only -- decimal moved,1,1773712164338.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773712164338.jpg,medium_size,ILOILO,CABATUAN,Cabatuan Public Market,Caspe Fish Stand,1SPWI4UL,Fresh Fish,Bilog,grams (g),.495,g,495,log10 median,,,,,,,0,0,1
6197,2,must,3,C2 magnitude only -- decimal moved,1,1773712186913.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773712186913.jpg,large_size,ILOILO,CABATUAN,Cabatuan Public Market,Caspe Fish Stand,1SPWI4UL,Fresh Fish,Bilog,grams (g),.58999997,g,590,log10 median,,,,,,,0,0,1
6198,2,must,3,C2 magnitude only -- decimal moved,1,1773711879584.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773711879584.jpg,small_size,ILOILO,CABATUAN,Cabatuan Public Market,Karen Fish Stall,W0UZNB05,Fresh Fish,Bilog,grams (g),.33500001,g,335,log10 median,,,,,,,0,0,1
6199,2,must,3,C2 magnitude only -- decimal moved,1,1773711910401.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773711910401.jpg,medium_size,ILOILO,CABATUAN,Cabatuan Public Market,Karen Fish Stall,W0UZNB05,Fresh Fish,Bilog,grams (g),.34999999,g,350,log10 median,,,,,,,0,0,1
6200,2,must,3,C2 magnitude only -- decimal moved,1,1773711932716.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773711932716.jpg,large_size,ILOILO,CABATUAN,Cabatuan Public Market,Karen Fish Stall,W0UZNB05,Fresh Fish,Bilog,grams (g),.68000001,g,680,log10 median,,,,,,,0,0,1
6201,2,must,3,C2 magnitude only -- decimal moved,1,1773812900757.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773812900757.jpg,small_size,ILOILO,CABATUAN,Tabucan Talipapa,Montinola Store,LQLZX3ND,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Bilog,grams (g),.059999999,g,60,log10 median,,,,,,,0,0,1
6202,2,must,1,C2 magnitude only -- decimal moved [review queue],1,1773810007262.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773810007262.jpg,small_size,ILOILO,CABATUAN,Cabatuan Public Market,Loleng Ice Candy,Q8MK9FO9,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Bilog,grams (g),.94999999,g,950,block governs,,,,,decade_outlier,1: decade outlier,1,1,0
6203,2,must,3,C2 magnitude only -- decimal moved,1,1773806888949.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773806888949.jpg,medium_size,ILOILO,CABATUAN,San Miguel Public Market,Lolits Store,H1IO5U9P,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Gamay nga Cup,grams (g),.38,g,380,log10 median,,,,,,,0,0,1
6206,2,must,3,C2 magnitude only -- decimal moved,1,1773806700581.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773806700581.jpg,small_size,ILOILO,CABATUAN,Cabatuan Public Market,Lolits Store,YHJPZDSK,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Gamay nga Cup,grams (g),.2,g,200,log10 median,,,,,,,0,0,1
6208,2,must,3,C2 magnitude only -- decimal moved,1,1773804233190.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773804233190.jpg,large_size,ILOILO,CABATUAN,Roadside,Marvels Pizza,OX8MW69Z,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Putos,grams (g),.55000001,g,550,block governs,,,,,,,0,0,1
6209,2,must,2,C2 both magnitude and dimension,1,1773809131999.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773809131999.jpg,small_size,ILOILO,CABATUAN,San Miguel Public Market,Grocers E Grocery Store,41ZTGQLQ,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,grams (g),.495,mL,495,log10 median,,,,,,,0,0,1
6210,2,must,2,C2 both magnitude and dimension,1,1773809154995.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773809154995.jpg,medium_size,ILOILO,CABATUAN,San Miguel Public Market,Grocers E Grocery Store,41ZTGQLQ,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,grams (g),.66000003,mL,660,log10 median,,,,,,,0,0,1
6211,2,must,2,C2 both magnitude and dimension,1,1773812272836.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773812272836.jpg,small_size,ILOILO,CABATUAN,Tabucan Talipapa,Montinola Store,4N0GTVNM,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,grams (g),.5,mL,500,log10 median,,,,,,,0,0,1
6212,2,must,2,C2 both magnitude and dimension,1,1773802701911.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773802701911.jpg,small_size,ILOILO,CABATUAN,Roadside,Kusina Store,TZFVULE6,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,grams (g),.5,mL,500,log10 median,,,,,,,0,0,1
6213,2,must,2,C2 both magnitude and dimension,1,1773802729193.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773802729193.jpg,medium_size,ILOILO,CABATUAN,Roadside,Kusina Store,TZFVULE6,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,grams (g),.6850000000000001,mL,685,log10 median,,,,,,,0,0,1
6214,2,must,2,C2 both magnitude and dimension,1,1773812324218.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773812324218.jpg,medium_size,ILOILO,CABATUAN,Tabucan Talipapa,Montinola Store,VN70PIJI,"Liquor (e.g, whisky, coconut wine)",Lipid / Lapad,grams (g),.67000002,mL,670,log10 median,,,,,,,0,0,1
6215,2,must,3,C2 magnitude only -- decimal moved,1,1773812421087.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773812421087.jpg,large_size,ILOILO,CABATUAN,Tabucan Talipapa,Montinola Store,3ZOAQIQA,"Liquor (e.g, whisky, coconut wine)",Long-neck,Litres (L),.0012150001,mL,1215,log10 median,,,,,,,0,0,1
6216,2,must,2,C2 dimension only -- tick overruled,1,1773802824028.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773802824028.jpg,large_size,ILOILO,CABATUAN,Roadside,Kusina Store,T44MX0QM,"Liquor (e.g, whisky, coconut wine)",Long-neck,Kilograms (Kgs),1.245,mL,1245,log10 median,,,,,,,0,0,1
6217,2,must,3,C2 magnitude only -- decimal moved,1,1773727834863.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773727834863.jpg,large_size,ILOILO,CABATUAN,Tabucan Talipapa,J-L Vegetable Stand,ZRN88C33,Loaf Bread,Dalagku nga Putos,grams (g),.69999999,g,700,log10 median,,,,,,,0,0,1
6218,2,must,3,C2 magnitude only -- decimal moved,1,1773812556318.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773812556318.jpg,small_size,ILOILO,CABATUAN,Tabucan Talipapa,Montinola Store,9GTBMYVF,Loaf Bread,Gagmay nga putos,grams (g),.29499999,g,295,log10 median,,,,,,,0,0,1
6219,2,must,3,C2 magnitude only -- decimal moved,1,1773727914271.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773727914271.jpg,small_size,ILOILO,CABATUAN,Tabucan Talipapa,J-L Vegetable Stand,MQHJ5TI5,Loaf Bread,Gagmay nga putos,grams (g),.44999999,g,450,log10 median,,,,,,,0,0,1
6220,2,must,3,C2 magnitude only -- decimal moved,1,1773808941897.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773808941897.jpg,large_size,ILOILO,CABATUAN,San Miguel Public Market,Grocers E Grocery Store,8IAS2AC7,Loaf Bread,Large,grams (g),.67500001,g,675,log10 median,,,,,,,0,0,1
6221,2,must,3,C2 magnitude only -- decimal moved,1,1773801550035.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773801550035.jpg,large_size,ILOILO,CABATUAN,Roadside,Riza Gene Store,DYXVS7WY,Loaf Bread,Large,grams (g),.67000002,g,670,log10 median,,,,,,,0,0,1
6222,2,must,3,C2 magnitude only -- decimal moved,1,1773812504533.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773812504533.jpg,large_size,ILOILO,CABATUAN,Tabucan Talipapa,Montinola Store,MZGJZQQB,Loaf Bread,Large,grams (g),.68000001,g,680,log10 median,,,,,,,0,0,1
6223,2,must,3,C2 magnitude only -- decimal moved,1,1773802325114.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773802325114.jpg,large_size,ILOILO,CABATUAN,Roadside,Kusina Store,PC55I14R,Loaf Bread,Large,grams (g),.66500002,g,665,log10 median,,,,,,,0,0,1
6226,2,must,3,C2 magnitude only -- decimal moved,1,1773802260009.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773802260009.jpg,medium_size,ILOILO,CABATUAN,Roadside,Kusina Store,R91UVNTI,Loaf Bread,Medium packs,grams (g),.47499999,g,475,log10 median,,,,,,,0,0,1
6227,2,must,3,C2 magnitude only -- decimal moved,1,1773808882865.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773808882865.jpg,medium_size,ILOILO,CABATUAN,Cabatuan Public Market,Grocers E Grocery Store,35XF19AG,Loaf Bread,Medium,grams (g),.47499999,g,475,log10 median,,,,,,,0,0,1
6228,2,must,3,C2 magnitude only -- decimal moved,1,1773801489787.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773801489787.jpg,medium_size,ILOILO,CABATUAN,Roadside,Riza Gene Store,XE6FCT9W,Loaf Bread,Medium,grams (g),.47999999,g,480,log10 median,,,,,,,0,0,1
6229,2,must,3,C2 magnitude only -- decimal moved,1,1773801430653.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773801430653.jpg,small_size,ILOILO,CABATUAN,Roadside,Riza Gene Store,4HAOVJ4V,Loaf Bread,Small,grams (g),.38,g,380,log10 median,,,,,,,0,0,1
6230,2,must,3,C2 magnitude only -- decimal moved,1,1773802209837.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773802209837.jpg,small_size,ILOILO,CABATUAN,Roadside,Kusina Store,UM9JY9SB,Loaf Bread,Small,grams (g),.38499999,g,385,log10 median,,,,,,,0,0,1
6231,2,must,3,C2 magnitude only -- decimal moved,1,1773815281492.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773815281492.jpg,small_size,ILOILO,CABATUAN,Tabucan Talipapa,Daniel Fruit Stand,74Z6D8B3,Mango,Bilog,grams (g),.18000001,g,180,log10 median,,,,,,,0,0,1
6232,2,must,3,C2 magnitude only -- decimal moved,1,1773815308308.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773815308308.jpg,medium_size,ILOILO,CABATUAN,Tabucan Talipapa,Daniel Fruit Stand,74Z6D8B3,Mango,Bilog,grams (g),.255,g,255,log10 median,,,,,,,0,0,1
6233,2,must,3,C2 magnitude only -- decimal moved,1,1773815344186.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773815344186.jpg,large_size,ILOILO,CABATUAN,Tabucan Talipapa,Daniel Fruit Stand,74Z6D8B3,Mango,Bilog,grams (g),.345,g,345,log10 median,,,,,,,0,0,1
6237,2,must,3,C2 magnitude only -- decimal moved,1,1773796250442.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773796250442.jpg,small_size,ILOILO,CABATUAN,Cabatuan Public Market,Milag Store,E0SPJTQ0,Mango,Bilog,grams (g),.105,g,105,log10 median,,,,,,,0,0,1
6238,2,must,3,C2 magnitude only -- decimal moved,1,1773796269194.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773796269194.jpg,medium_size,ILOILO,CABATUAN,Cabatuan Public Market,Milag Store,E0SPJTQ0,Mango,Bilog,grams (g),.16500001,g,165,log10 median,,,,,,,0,0,1
6239,2,must,3,C2 magnitude only -- decimal moved,1,1773796287155.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773796287155.jpg,large_size,ILOILO,CABATUAN,Cabatuan Public Market,Milag Store,E0SPJTQ0,Mango,Bilog,grams (g),.23999999,g,240,log10 median,,,,,,,0,0,1
6240,2,must,3,C2 magnitude only -- decimal moved,1,1773793420165.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773793420165.jpg,small_size,ILOILO,CABATUAN,Cabatuan Public Market,Gabjing Fruit Stand,OVC10D1D,Mango,Bilog,grams (g),.155,g,155,log10 median,,,,,,,0,0,1
6241,2,must,3,C2 magnitude only -- decimal moved,1,1773793442228.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773793442228.jpg,medium_size,ILOILO,CABATUAN,Cabatuan Public Market,Gabjing Fruit Stand,OVC10D1D,Mango,Bilog,grams (g),.17,g,170,log10 median,,,,,,,0,0,1
6242,2,must,3,C2 magnitude only -- decimal moved,1,1773793463483.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1773793463483.jpg,large_size,ILOILO,CABATUAN,Cabatuan Public Market,Gabjing Fruit Stand,OVC10D1D,Mango,Bilog,grams (g),.20999999,g,210,log10 median,,,,,,,0,0,1
