id,check,tier,priority,reason,has_photo,filename,photo_path,obs_type,pull_province,pull_municipal_city,market_name,store_stall_name,vendor_id,pull_item,pull_nsu_unit,rawtick,raw_weight,dim,corrected_weight,snap_rule,flat_group,nobs,nven,is_rep,queue_flag,queue_tier
606,2,must,3,C2 magnitude only -- decimal moved,1,1777864603074.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777864603074.jpg,small_size,AKLAN,LIBACAO,Paghari-on St.Poblacion Libacao Talipapa,Andrei Store,CAY15BCO,Carrot,Bilog,grams (g),.12,g,120,log10 median,,,,,,
607,2,must,3,C2 magnitude only -- decimal moved,1,1777864620792.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777864620792.jpg,medium_size,AKLAN,LIBACAO,Paghari-on St.Poblacion Libacao Talipapa,Andrei Store,CAY15BCO,Carrot,Bilog,grams (g),.16500001,g,165,log10 median,,,,,,
608,2,must,3,C2 magnitude only -- decimal moved,1,1777864635981.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777864635981.jpg,large_size,AKLAN,LIBACAO,Paghari-on St.Poblacion Libacao Talipapa,Andrei Store,CAY15BCO,Carrot,Bilog,grams (g),.22499999,g,225,log10 median,,,,,,
609,2,must,3,C2 magnitude only -- decimal moved,1,1777694385419.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777694385419.jpg,small_size,AKLAN,LIBACAO,Paghari-on St.Poblacion Libacao Talipapa,Escalona Meat Shop,CR47ZGTW,Carrot,Bilog,grams (g),.105,g,105,log10 median,,,,,,
610,2,must,3,C2 magnitude only -- decimal moved,1,1777598320119.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777598320119.jpg,small_size,AKLAN,LIBACAO,Libacao Public Market,Zata Store,GUL1RXTA,Carrot,Bilog,grams (g),.075000003,g,75,log10 median,,,,,,
611,2,must,3,C2 magnitude only -- decimal moved,1,1777598342942.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777598342942.jpg,medium_size,AKLAN,LIBACAO,Libacao Public Market,Zata Store,GUL1RXTA,Carrot,Bilog,grams (g),.13500001,g,135,log10 median,,,,,,
612,2,must,3,C2 magnitude only -- decimal moved,1,1777597921232.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777597921232.jpg,small_size,AKLAN,LIBACAO,Libacao Public Market,Hazel Store,MO5GAOHU,Carrot,Bilog,grams (g),.105,g,105,log10 median,,,,,,
613,2,must,3,C2 magnitude only -- decimal moved,1,1777867916089.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777867916089.jpg,small_size,AKLAN,LIBACAO,Sitio Cabanbana Julita Libacao Roadside,Zabala Store,OVNPSNCB,Carrot,Bilog,grams (g),.064999998,g,65,log10 median,,,,,,
614,2,must,3,C2 magnitude only -- decimal moved,1,1777867937480.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777867937480.jpg,medium_size,AKLAN,LIBACAO,Sitio Cabanbana Julita Libacao Roadside,Zabala Store,OVNPSNCB,Carrot,Bilog,grams (g),.125,g,125,log10 median,,,,,,
615,2,must,3,C2 magnitude only -- decimal moved,1,1777597621080.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777597621080.jpg,small_size,AKLAN,LIBACAO,Libacao Public Market,Beth Store,W5P8T5SQ,Carrot,Bilog,grams (g),.07,g,70,log10 median,,,,,,
616,2,must,3,C2 magnitude only -- decimal moved,1,1777688661086.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777688661086.jpg,small_size,AKLAN,LIBACAO,Sitio Cabanbana Julita Libacao Roadside,Nacuray Meat Shop,4H2EDCRD,Chicken,Binilog,grams (g),.36000001,g,360,log10 median,,,,,,
617,2,must,3,C2 magnitude only -- decimal moved,1,1777598963099.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777598963099.jpg,medium_size,AKLAN,LIBACAO,Libacao Public Market,Naig Meat Shop,JFDU3LUP,Chicken,Binilog,grams (g),.72000003,g,720,log10 median,,,,,,
618,2,must,3,C2 magnitude only -- decimal moved,1,1777600049040.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777600049040.jpg,medium_size,AKLAN,LIBACAO,Libacao Public Market,A'V Dressed  Chicken,WSXY2WJ5,Chicken,Binilog,grams (g),.52999997,g,530,log10 median,,,,,,
623,2,must,3,C2 magnitude only -- decimal moved,1,1777688551093.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777688551093.jpg,large_size,AKLAN,LIBACAO,Malinga St.Pob.Libacao Roadside,Nacuray Meat Shop,KG8CYID4,Chicken,Whole (chicken),grams (g),1.4299999,g,1430,log10 median,,,,,,
643,2,must,3,C2 magnitude only -- decimal moved,1,1777599787929.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777599787929.jpg,small_size,AKLAN,LIBACAO,Libacao Public Market,Perla Fish Stand,N2PJML5Z,Fresh Fish,Binilog,grams (g),.27500001,g,275,log10 median,,,,,,
644,2,must,3,C2 magnitude only -- decimal moved,1,1777599817263.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777599817263.jpg,medium_size,AKLAN,LIBACAO,Libacao Public Market,Perla Fish Stand,N2PJML5Z,Fresh Fish,Binilog,grams (g),.66000003,g,660,log10 median,,,,,,
648,2,must,3,C2 magnitude only -- decimal moved,1,1777599317630.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777599317630.jpg,medium_size,AKLAN,LIBACAO,Libacao Public Market,Navarete Fish Stand,UERMJ4YG,Fresh Fish,Binilog,grams (g),.465,g,465,log10 median,,,,,,
650,2,must,3,C2 magnitude only -- decimal moved,1,1777690732490.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777690732490.jpg,medium_size,AKLAN,LIBACAO,Paghari-on St.Poblacion Libacao Talipapa,Zaquita Carinderia,L9MM11TJ,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Gamay nga Cup,grams (g),.495,g,495,block governs,,,,,,
668,2,must,3,C2 magnitude only -- decimal moved,1,1777687162314.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777687162314.jpg,small_size,AKLAN,LIBACAO,Libacao Public Market,Hazel Fruit and Vegetable Stall,0JUAJOTT,Mango,Binilog,grams (g),.22,g,220,log10 median,,,,,,
669,2,must,3,C2 magnitude only -- decimal moved,1,1777687181752.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777687181752.jpg,medium_size,AKLAN,LIBACAO,Libacao Public Market,Hazel Fruit and Vegetable Stall,0JUAJOTT,Mango,Binilog,grams (g),.285,g,285,log10 median,,,,,,
670,2,must,3,C2 magnitude only -- decimal moved,1,1777687199972.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777687199972.jpg,large_size,AKLAN,LIBACAO,Libacao Public Market,Hazel Fruit and Vegetable Stall,0JUAJOTT,Mango,Binilog,grams (g),.35499999,g,355,log10 median,,,,,,
671,2,must,3,C2 magnitude only -- decimal moved,1,1777687409747.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777687409747.jpg,small_size,AKLAN,LIBACAO,Libacao Public Market,Nhets  Nagamos Fruit Stand,HT5F1MFW,Mango,Binilog,grams (g),.19,g,190,log10 median,,,,,,
672,2,must,3,C2 magnitude only -- decimal moved,1,1777687428337.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777687428337.jpg,medium_size,AKLAN,LIBACAO,Libacao Public Market,Nhets  Nagamos Fruit Stand,HT5F1MFW,Mango,Binilog,grams (g),.215,g,215,log10 median,,,,,,
673,2,must,3,C2 magnitude only -- decimal moved,1,1777687445173.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777687445173.jpg,large_size,AKLAN,LIBACAO,Libacao Public Market,Nhets  Nagamos Fruit Stand,HT5F1MFW,Mango,Binilog,grams (g),.285,g,285,log10 median,,,,,,
674,2,must,3,C2 magnitude only -- decimal moved,1,1777686916618.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777686916618.jpg,small_size,AKLAN,LIBACAO,Libacao Public Market,Inday Fruit Stand,OFNHLNL5,Mango,Binilog,grams (g),.175,g,175,log10 median,,,,,,
675,2,must,3,C2 magnitude only -- decimal moved,1,1777686950700.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777686950700.jpg,medium_size,AKLAN,LIBACAO,Libacao Public Market,Inday Fruit Stand,OFNHLNL5,Mango,Binilog,grams (g),.23,g,230,log10 median,,,,,,
676,2,must,3,C2 magnitude only -- decimal moved,1,1777686988012.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777686988012.jpg,large_size,AKLAN,LIBACAO,Libacao Public Market,Inday Fruit Stand,OFNHLNL5,Mango,Binilog,grams (g),.26499999,g,265,log10 median,,,,,,
677,2,must,3,C2 magnitude only -- decimal moved,1,1777864743716.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777864743716.jpg,small_size,AKLAN,LIBACAO,Paghari-on St.Poblacion Libacao Talipapa,Andrei Store,VDMONEJU,Mango,Binilog,grams (g),.155,g,155,log10 median,,,,,,
678,2,must,3,C2 magnitude only -- decimal moved,1,1777864764077.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777864764077.jpg,medium_size,AKLAN,LIBACAO,Paghari-on St.Poblacion Libacao Talipapa,Andrei Store,VDMONEJU,Mango,Binilog,grams (g),.20999999,g,210,log10 median,,,,,,
679,2,must,3,C2 magnitude only -- decimal moved,1,1777866972316.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777866972316.jpg,province_median,AKLAN,LIBACAO,Sitio Cabanbana Julita Libacao Roadside,Papa Jums Store,GQV405S5,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc)",Binilog,grams (g),.064999998,g,65,log10 median,,,,,,
680,2,must,3,C2 magnitude only -- decimal moved,1,1777600231599.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777600231599.jpg,province_median,AKLAN,LIBACAO,Libacao Public Market,A'V Dressed  Chicken,SMK7RRQB,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc)",Binilog,grams (g),.185,g,185,log10 median,,,,,,
681,2,must,3,C2 magnitude only -- decimal moved,1,1777868013664.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777868013664.jpg,municipality_median,AKLAN,LIBACAO,Sitio Cabanbana Julita Libacao Roadside,Zabala Store,049CVN9W,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc)",Putos,grams (g),.30500001,g,305,log10 median,,,,,,
684,2,must,3,C2 magnitude only -- decimal moved,1,1777867038368.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777867038368.jpg,municipality_median,AKLAN,LIBACAO,Sitio Cabanbana Julita Libacao Roadside,Papa Jums Store,9QAC279H,"Preserved or Processed Meat (Tocino, Tapa, Longaniza, etc)",Putos,grams (g),.30500001,g,305,log10 median,,,,,,
689,2,must,3,C2 magnitude only -- decimal moved,1,1777859833125.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777859833125.jpg,large_size,AKLAN,MADALAG,Brgy.napnot madalag talipapa,Bebot store,2R6P97LC,Cabbage,Bilog,Kilograms (Kgs),1310,g,1310,log10 median,,,,,,
704,2,must,3,C2 magnitude only -- decimal moved,1,1777596770182.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777596770182.jpg,large_size,AKLAN,MADALAG,Madalag public market,Bernabe store,PK4E7RFC,Cabbage,Bilog,Kilograms (Kgs),1525,g,1525,log10 median,,,,,,
726,2,must,3,C2 magnitude only -- decimal moved,1,1777595766266.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777595766266.jpg,large_size,AKLAN,MADALAG,Madalag public market,Namayan dressed chicken,7FE16LK5,Chicken,Whole (chicken),Kilograms (Kgs),1515,g,1515,log10 median,,,,,,
728,2,must,3,C2 magnitude only -- decimal moved,1,1777601766799.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777601766799.jpg,large_size,AKLAN,MADALAG,Madalag roadside,Cyans meat shop,EMIW7O2K,Chicken,Whole (chicken),Kilograms (Kgs),1805,g,1805,log10 median,,,,,,
748,2,must,3,C2 magnitude only -- decimal moved,1,1777595503592.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777595503592.jpg,large_size,AKLAN,MADALAG,Madalag public market,Paypay sa pangarap fish stall,AOGZ8MOS,Fresh Fish,Binilog,Kilograms (Kgs),1035,g,1035,log10 median,,,,,,
751,2,must,3,C2 magnitude only -- decimal moved,1,1777688108975.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777688108975.jpg,large_size,AKLAN,MADALAG,Madalag roadside,Sotto fish stall,DH9J33I9,Fresh Fish,Binilog,Kilograms (Kgs),1105,g,1105,log10 median,,,,,,
754,2,must,3,C2 magnitude only -- decimal moved,1,1777595166575.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777595166575.jpg,large_size,AKLAN,MADALAG,Madalag public market,Lucito fish stall,ECY661PV,Fresh Fish,Binilog,Kilograms (Kgs),1220,g,1220,block governs,,,,,,
759,2,must,3,C2 magnitude only -- decimal moved,1,1777600076702.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777600076702.jpg,province_median,AKLAN,MADALAG,Madalag roadside,Bread and butter,5SKBOJ6M,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Putos,Litres (L),60,mL,60,log10 median,,,,,,
760,2,must,3,C2 magnitude only -- decimal moved,1,1777604112930.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777604112930.jpg,province_median,AKLAN,MADALAG,Madalag roadside,Bravo store,81TI3SYG,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Putos,Litres (L),70,mL,70,log10 median,,,,,,
761,2,must,3,C2 magnitude only -- decimal moved,1,1777600638958.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777600638958.jpg,province_median,AKLAN,MADALAG,Madalag roadside,Joachis grocery,FNHV3IQF,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Putos,Litres (L),48,mL,48,log10 median,,,,,,
762,2,must,3,C2 magnitude only -- decimal moved,1,1777598377174.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777598377174.jpg,province_median,AKLAN,MADALAG,Madalag public market,Marshas variety store,LPIC0XJP,"Ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",Putos,Litres (L),35,mL,35,log10 median,,,,,,
794,2,must,3,C2 magnitude only -- decimal moved,1,1777424929442.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777424929442.jpg,medium_size,AKLAN,MAKATO,Makato Public Makato,Rita Vegetable Stand,6JAGJAKY,Cabbage,Binilog,grams (g),.79500002,g,795,log10 median,,,,,,
795,2,must,3,C2 magnitude only -- decimal moved,1,1777424957169.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777424957169.jpg,large_size,AKLAN,MAKATO,Makato Public Makato,Rita Vegetable Stand,6JAGJAKY,Cabbage,Binilog,grams (g),1.26,g,1260,log10 median,,,,,,
796,2,must,3,C2 magnitude only -- decimal moved,1,1777447746664.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777447746664.jpg,small_size,AKLAN,MAKATO,Dumga Makato Talipapa,Maricel Gulayan,9UH3HSYQ,Cabbage,Binilog,grams (g),.44499999,g,445,log10 median,,,,,,
797,2,must,3,C2 magnitude only -- decimal moved,1,1777447762886.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777447762886.jpg,medium_size,AKLAN,MAKATO,Dumga Makato Talipapa,Maricel Gulayan,9UH3HSYQ,Cabbage,Binilog,grams (g),.64499998,g,645,log10 median,,,,,,
798,2,must,3,C2 magnitude only -- decimal moved,1,1778031612764.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778031612764.jpg,small_size,AKLAN,MAKATO,Cayangwan Makato Roadside,Liz Store,E21NIG5X,Cabbage,Binilog,grams (g),.47499999,g,475,log10 median,,,,,,
799,2,must,3,C2 magnitude only -- decimal moved,1,1778031853945.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778031853945.jpg,medium_size,AKLAN,MAKATO,Cayangwan Makato Roadside,Liz Store,E21NIG5X,Cabbage,Binilog,grams (g),.77999997,g,780,log10 median,,,,,,
800,2,must,3,C2 magnitude only -- decimal moved,1,1777511056522.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777511056522.jpg,medium_size,AKLAN,MAKATO,Poblacion Makato Talipapa,Naya's Chicken and Meat Trading,JLQQF9FW,Cabbage,Binilog,grams (g),.85000002,g,850,log10 median,,,,,,
801,2,must,3,C2 magnitude only -- decimal moved,1,1777448168057.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777448168057.jpg,medium_size,AKLAN,MAKATO,Dumga Makato Talipapa,Romel Joy Gulayan,P1XJ9KZF,Cabbage,Binilog,grams (g),.64999998,g,650,log10 median,,,,,,
802,2,must,3,C2 magnitude only -- decimal moved,1,1777421828612.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777421828612.jpg,large_size,AKLAN,MAKATO,Makato Public Market,Odoy Vegetable Store,QGCU4JNR,Cabbage,Binilog,grams (g),1.42,g,1420,log10 median,,,,,,
803,2,must,3,C2 magnitude only -- decimal moved,1,1777424230746.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777424230746.jpg,small_size,AKLAN,MAKATO,Makato Public Market,Puod Vegetable Stand,TDF0BVZ8,Cabbage,Binilog,grams (g),.36500001,g,365,log10 median,,,,,,
804,2,must,3,C2 magnitude only -- decimal moved,1,1777424248156.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777424248156.jpg,medium_size,AKLAN,MAKATO,Makato Public Market,Puod Vegetable Stand,TDF0BVZ8,Cabbage,Binilog,grams (g),.88499999,g,885,log10 median,,,,,,
805,2,must,3,C2 magnitude only -- decimal moved,1,1777424277714.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777424277714.jpg,large_size,AKLAN,MAKATO,Makato Public Market,Puod Vegetable Stand,TDF0BVZ8,Cabbage,Binilog,grams (g),.98000002,g,980,log10 median,,,,,,
806,2,must,3,C2 magnitude only -- decimal moved,1,1777447910367.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777447910367.jpg,conventional_nsu,AKLAN,MAKATO,Poblacion Makato Talipapa,Maricel Gulayan,A78GIV5G,Camote tops,Bundle,grams (g),.375,g,375,log10 median,,,,,,
807,2,must,3,C2 magnitude only -- decimal moved,1,1778028681250.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778028681250.jpg,conventional_nsu,AKLAN,MAKATO,Libang Makato Talipapa,Kim Store,IED07J9D,Camote tops,Bundle,grams (g),.755,g,755,log10 median,,,,,,
808,2,must,3,C2 magnitude only -- decimal moved,1,1778033687074.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778033687074.jpg,conventional_nsu,AKLAN,MAKATO,Poblacion Makato Talipapa,Capispisan Sari-Sari Store,JZXXTWHJ,Camote tops,Bundle,grams (g),.83499998,g,835,log10 median,,,,,,
809,2,must,3,C2 magnitude only -- decimal moved,1,1777425140580.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777425140580.jpg,conventional_nsu,AKLAN,MAKATO,Makato Public Market,Rita Vegetable Stand,L19CKITR,Camote tops,Bundle,grams (g),.79500002,g,795,log10 median,,,,,,
811,2,must,3,C2 magnitude only -- decimal moved,1,1777425390878.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777425390878.jpg,conventional_nsu,AKLAN,MAKATO,Makato Public Market,Shiela Dried Fish Stall,PYFF5XQC,Camote tops,Bundle,grams (g),.67500001,g,675,log10 median,,,,,,
812,2,must,3,C2 magnitude only -- decimal moved,1,1777424411909.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777424411909.jpg,small_size,AKLAN,MAKATO,Makato Public Market,Puod Vegetable Stand,2XD3CIS7,Carrot,Binilog,grams (g),.125,g,125,log10 median,,,,,,
813,2,must,3,C2 magnitude only -- decimal moved,1,1777424431544.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777424431544.jpg,medium_size,AKLAN,MAKATO,Makato Public Market,Puod Vegetable Stand,2XD3CIS7,Carrot,Binilog,grams (g),.16500001,g,165,log10 median,,,,,,
814,2,must,3,C2 magnitude only -- decimal moved,1,1777447826549.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777447826549.jpg,small_size,AKLAN,MAKATO,Poblacion Makato Talipapa,Maricel Gulayan,6ATOD2A8,Carrot,Binilog,grams (g),.085000001,g,85,log10 median,,,,,,
815,2,must,3,C2 magnitude only -- decimal moved,1,1777447845765.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777447845765.jpg,medium_size,AKLAN,MAKATO,Poblacion Makato Talipapa,Maricel Gulayan,6ATOD2A8,Carrot,Binilog,grams (g),.11,g,110,log10 median,,,,,,
816,2,must,3,C2 magnitude only -- decimal moved,1,1777421983412.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777421983412.jpg,small_size,AKLAN,MAKATO,Makato Public Market,Odoy Vegetable Store,FZ0LTYMD,Carrot,Binilog,grams (g),.1,g,100,log10 median,,,,,,
817,2,must,3,C2 magnitude only -- decimal moved,1,1777422002083.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777422002083.jpg,medium_size,AKLAN,MAKATO,Makato Public Market,Odoy Vegetable Store,FZ0LTYMD,Carrot,Binilog,grams (g),.17,g,170,log10 median,,,,,,
818,2,must,3,C2 magnitude only -- decimal moved,1,1778031940393.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778031940393.jpg,small_size,AKLAN,MAKATO,Tugas Makato Roadside,Liz Store,GF7EJ0LO,Carrot,Binilog,grams (g),.055,g,55,log10 median,,,,,,
819,2,must,3,C2 magnitude only -- decimal moved,1,1778031957854.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1778031957854.jpg,medium_size,AKLAN,MAKATO,Tugas Makato Roadside,Liz Store,GF7EJ0LO,Carrot,Binilog,grams (g),.15000001,g,150,log10 median,,,,,,
820,2,must,3,C2 magnitude only -- decimal moved,1,1777425023187.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777425023187.jpg,small_size,AKLAN,MAKATO,Makato Public Market,Rita Vegetable Stand,SSRI6LSE,Carrot,Binilog,grams (g),.079999998,g,80,log10 median,,,,,,
821,2,must,3,C2 magnitude only -- decimal moved,1,1777425039905.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777425039905.jpg,medium_size,AKLAN,MAKATO,Makato Public Market,Rita Vegetable Stand,SSRI6LSE,Carrot,Binilog,grams (g),.145,g,145,log10 median,,,,,,
822,2,must,3,C2 magnitude only -- decimal moved,1,1777425061394.jpg,C:\Users\uzj5150\Box\Philippines Panel\01 Panel\14 NSU Market Survey\NSU Market Survey Launch\data\pictures/1777425061394.jpg,large_size,AKLAN,MAKATO,Makato Public Market,Rita Vegetable Stand,SSRI6LSE,Carrot,Binilog,grams (g),.285,g,285,log10 median,,,,,,
