"row id; same id space as hh_row in psps_households.dta","household identifier","PSPS item code","acquisition slot: 2 purchased, 3 own production, 4 gift","acquisition route: purchased, own_production, or gift","province","municipality","food item","unit as the household reported it","harmonized market-survey unit; blank where none applies","quantity reported, in the unit named by pull_nsu_unit","implied unit value, PHP per unit; all acquisition modes (A10)","grams (or mL) per unit for this household's row","q_h * cf_h; total grams for this row; missing if not converted","20a conversion path: 1 standard unit, 2 NSU, 3 not an NSU","how this row got its grams, or why it did not","1 = this row has a gram figure","0 matched or standard-unit; 1-3 a borrowed rung; missing if unconverted","1 = the household price ratio was clamped to t=5 (conv_path 2 only)","1 = no computable unit value on this row (e_h or q_h absent)","weighings behind cf_h, at the level used; missing off conv_path 2","1 = fewer than 3 weighings behind the estimate; treat as uncertain","hetero-blind: grams in one unit of this NSU, cell pooled across hetero-groups","hetero-blind: q_h * cf_h_blind -- the no-price-matching counterfactual","hetero-blind: dimension of cf_h_blind (1 = g, 2 = mL)","hetero-blind rung: 1 cell pooled, 2 province, 3 regional (never 0)","hetero-blind: how this row got its grams, or why it did not","hetero-blind: weighings behind cf_h_blind","1 = the hetero-blind ladder produced grams for this row"
65807,H011305,fish_1,2,purchased,NEGROS OCCIDENTAL,PONTEVEDRA,fresh fish,kilograms (kg),,2,180,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65808,H011305,grain_1,2,purchased,NEGROS OCCIDENTAL,PONTEVEDRA,rice,kilograms (kg),,20,58,1000,20000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65809,H011305,meat_2,2,purchased,NEGROS OCCIDENTAL,PONTEVEDRA,pork,kilograms (kg),,1,300,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65810,H011305,meat_3,2,purchased,NEGROS OCCIDENTAL,PONTEVEDRA,chicken,grams (g),,500,.3,1,500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65811,H011305,meat_4,2,purchased,NEGROS OCCIDENTAL,PONTEVEDRA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,putos,2,65,173.3333333333333,346.6666666666667,NSU via market survey,matched price point,1,the cell's own weighings,0,0,5,0,220,440,1,1,blind: cell pooled,9,1
65812,H011305,veg_4,2,purchased,NEGROS OCCIDENTAL,PONTEVEDRA,camote,kilograms (kg),,1,40,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65813,H011306,bev_1,2,purchased,CAPIZ,DUMARAO,"mineral or spring water, all drinking water sold in containers",5-gallon blue container,,4,25,18927.1,75708.39999999999,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65814,H011306,fish_1,2,purchased,CAPIZ,DUMARAO,fresh fish,kilograms (kg),,2,120,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65815,H011306,grain_1,2,purchased,CAPIZ,DUMARAO,rice,gantang,,5,135,2250,11250,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65816,H011306,meat_4,2,purchased,CAPIZ,DUMARAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,putos,2,35,187.7670942970069,375.5341885940138,NSU via market survey,matched price point,1,the cell's own weighings,0,0,2,1,250,500,1,2,blind: cell pooled,61,1
65817,H011306,veg_3,3,own_production,CAPIZ,DUMARAO,camote tops,bugkos,bugkos,2,10,87.5,175,NSU via market survey,matched price point,1,the cell's own weighings,0,0,1,1,210,420,1,2,blind: cell pooled,51,1
65818,H011307,bev_3,4,gift,AKLAN,MADALAG,"liquor (e.g, whisky, coconut wine)",lapad,lipid/lapad,1,75,362.9032258064516,362.9032258064516,NSU via market survey,matched price point,1,the cell's own weighings,0,0,6,0,375,375,2,1,blind: cell pooled,6,1
65819,H011307,fish_1,2,purchased,AKLAN,MADALAG,fresh fish,kilograms (kg),,1,60,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65820,H011307,grain_1,2,purchased,AKLAN,MADALAG,rice,gantang,,2,140,2250,4500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65821,H011307,veg_3,3,own_production,AKLAN,MADALAG,camote tops,bundle,bundle,3,10,790,2370,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,35,0,790,2370,1,2,blind: province pool,35,1
65822,H011307,veg_4,3,own_production,AKLAN,MADALAG,camote,kilograms (kg),,2,30,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65823,H011308,bev_1,2,purchased,AKLAN,BANGA,"mineral or spring water, all drinking water sold in containers",5-gallon blue container,,1,30,18927.1,18927.1,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65824,H011308,fish_1,2,purchased,AKLAN,BANGA,fresh fish,kilograms (kg),,1,220,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65825,H011308,fish_2,2,purchased,AKLAN,BANGA,"prawns, lobster, shrimp",grams (g),,250,.22,1,250,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65826,H011308,grain_1,3,own_production,AKLAN,BANGA,rice,gantang,,1,130,2250,2250,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65827,H011308,grain_2,2,purchased,AKLAN,BANGA,loaf bread,kasarangan nga putos,medium packs,1,65,487.5,487.5,NSU via market survey,matched price point,1,the cell's own weighings,0,0,5,0,450,450,1,1,blind: cell pooled,5,1
65828,H011308,veg_3,3,own_production,AKLAN,BANGA,camote tops,bundle,bundle,1,10,360,360,NSU via market survey,matched price point,1,the cell's own weighings,0,0,9,0,1080,1080,1,1,blind: cell pooled,9,1
65829,H011309,fish_1,2,purchased,CAPIZ,CUARTERO,fresh fish,kilograms (kg),,1,170,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65830,H011309,grain_1,3,own_production,CAPIZ,CUARTERO,rice,salmon,salmon,25,19.2,410,10250,NSU via market survey,fallback: regional pool,1,item x unit (regional),0,0,21,0,410,10250,1,3,blind: regional pool,21,1
65831,H011309,grain_2,2,purchased,CAPIZ,CUARTERO,loaf bread,large,large packs,1,70,533.3333333333333,533.3333333333333,NSU via market survey,matched price point,1,the cell's own weighings,0,0,5,0,640,640,1,1,blind: cell pooled,5,1
65832,H011309,meat_2,2,purchased,CAPIZ,CUARTERO,pork,kilograms (kg),,3,300,1000,3000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65833,H011309,meat_4,2,purchased,CAPIZ,CUARTERO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,putos,2,45,204.5454545454545,409.0909090909091,NSU via market survey,matched price point,1,the cell's own weighings,0,0,6,0,250,500,1,1,blind: cell pooled,7,1
65834,H011310,bev_3,2,purchased,ANTIQUE,SAN REMIGIO,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,2,100,447.7611940298507,895.5223880597015,NSU via market survey,matched price point,1,the cell's own weighings,0,0,8,0,375,750,2,1,blind: cell pooled,8,1
65835,H011310,grain_1,2,purchased,ANTIQUE,SAN REMIGIO,rice,gantang,,5,140,2250,11250,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65836,H011310,veg_3,3,own_production,ANTIQUE,SAN REMIGIO,camote tops,bugkos,bugkos,1,20,230,230,NSU via market survey,matched price point,1,the cell's own weighings,0,0,6,0,230,230,1,1,blind: cell pooled,6,1
65837,H011311,bev_3,2,purchased,ILOILO,ALIMODIAN,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,1,75,340.9090909090909,340.9090909090909,NSU via market survey,matched price point,1,the cell's own weighings,0,0,9,0,375,375,2,1,blind: cell pooled,9,1
65838,H011311,fish_1,2,purchased,ILOILO,ALIMODIAN,fresh fish,kilograms (kg),,2,190,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65839,H011311,grain_1,2,purchased,ILOILO,ALIMODIAN,rice,gantang,,5,115,2250,11250,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65840,H011311,meat_2,2,purchased,ILOILO,ALIMODIAN,pork,kilograms (kg),,.5,300,1000,500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65841,H011311,meat_4,2,purchased,ILOILO,ALIMODIAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,putos,1,60,322.5806451612903,322.5806451612903,NSU via market survey,matched price point,1,the cell's own weighings,0,0,7,0,250,250,1,1,blind: cell pooled,13,1
65842,H011311,veg_3,3,own_production,ILOILO,ALIMODIAN,camote tops,bugkos,bugkos,3,10,87.5,262.5,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,175,525,1,1,blind: cell pooled,3,1
65843,H011312,fish_1,2,purchased,CAPIZ,PONTEVEDRA,fresh fish,kilograms (kg),,2,150,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65844,H011312,grain_1,2,purchased,CAPIZ,PONTEVEDRA,rice,gantang,,3,130,2250,6750,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65845,H011312,veg_3,3,own_production,CAPIZ,PONTEVEDRA,camote tops,bugkos,bugkos,1,10,75,75,NSU via market survey,matched price point,1,the cell's own weighings,0,0,5,0,150,150,1,1,blind: cell pooled,5,1
65846,H011312,veg_4,3,own_production,CAPIZ,PONTEVEDRA,camote,kilograms (kg),,2,30,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65847,H011313,fish_1,2,purchased,ILOILO,BAROTAC VIEJO,fresh fish,grams (g),,500,.14,1,500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65848,H011313,grain_1,2,purchased,ILOILO,BAROTAC VIEJO,rice,kilograms (kg),,9,42,1000,9000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65849,H011313,veg_3,3,own_production,ILOILO,BAROTAC VIEJO,camote tops,bundle,bundle,3,20,470,1410,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,31,0,470,1410,1,2,blind: province pool,31,1
65850,H011314,fish_1,2,purchased,CAPIZ,PANITAN,fresh fish,kilograms (kg),,1,200,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65851,H011314,grain_1,2,purchased,CAPIZ,PANITAN,rice,kilograms (kg),,7.199999809265137,55.97222370497978,1000,7199.999809265137,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65852,H011314,meat_3,2,purchased,CAPIZ,PANITAN,chicken,grams (g),,200,.3,1,200,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65853,H011314,meat_4,2,purchased,CAPIZ,PANITAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",bilog,bilog,2,12,73.33333333333333,146.6666666666667,NSU via market survey,matched price point,1,the cell's own weighings,0,0,7,0,275,550,1,1,blind: cell pooled,7,1
65854,H011314,veg_3,3,own_production,CAPIZ,PANITAN,camote tops,bugkos,bugkos,4,10,111.25,445,NSU via market survey,matched price point,1,the cell's own weighings,0,0,4,0,222.5,890,1,1,blind: cell pooled,4,1
65855,H011315,bev_1,2,purchased,ILOILO,MIAGAO,"mineral or spring water, all drinking water sold in containers",5-gallon blue container,,2,25,18927.1,37854.2,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65856,H011315,fish_1,2,purchased,ILOILO,MIAGAO,fresh fish,kilograms (kg),,1,100,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65857,H011315,grain_1,2,purchased,ILOILO,MIAGAO,rice,gantang,,7,135,2250,15750,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65858,H011315,meat_2,2,purchased,ILOILO,MIAGAO,pork,kilograms (kg),,2,200,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65859,H011315,meat_4,2,purchased,ILOILO,MIAGAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,putos,3,40,250,750,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,182,0,250,750,1,2,blind: province pool,182,1
65860,H011315,veg_3,2,purchased,ILOILO,MIAGAO,camote tops,bugkos,bugkos,3,10,62.5,187.5,NSU via market survey,matched price point,1,the cell's own weighings,0,0,7,0,125,375,1,1,blind: cell pooled,7,1
65861,H011316,bev_1,2,purchased,ILOILO,CONCEPCION,"mineral or spring water, all drinking water sold in containers",gallons,,10,25,3785.41,37854.1,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65862,H011316,fish_1,2,purchased,ILOILO,CONCEPCION,fresh fish,kilograms (kg),,1,200,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65863,H011316,grain_1,2,purchased,ILOILO,CONCEPCION,rice,gantang,,8,140,2250,18000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65864,H011316,meat_2,2,purchased,ILOILO,CONCEPCION,pork,kilograms (kg),,1,380,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65865,H011316,meat_3,2,purchased,ILOILO,CONCEPCION,chicken,whole (chicken),whole (chicken),1,240,1035,1035,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,180,0,1035,1035,1,2,blind: province pool,180,1
65866,H011316,meat_4,2,purchased,ILOILO,CONCEPCION,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,putos,3,50,250,750,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,182,0,250,750,1,2,blind: province pool,182,1
65867,H011317,bev_3,2,purchased,ILOILO,JANIUAY,"liquor (e.g, whisky, coconut wine)",long-neck,long-neck,1,150,,,NSU via market survey,refused: unique price,0,,0,0,,,750,750,2,1,blind: cell pooled,8,1
65868,H011317,fish_1,2,purchased,ILOILO,JANIUAY,fresh fish,kilograms (kg),,2,100,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65869,H011317,grain_1,3,own_production,ILOILO,JANIUAY,rice,gantang,,10.5,120,2250,23625,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65870,H011317,meat_2,2,purchased,ILOILO,JANIUAY,pork,grams (g),,500,.32,1,500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65871,H011317,meat_4,2,purchased,ILOILO,JANIUAY,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,putos,3,45.66666666666666,141.5666666666667,424.7,NSU via market survey,matched price point,1,the cell's own weighings,0,0,5,0,270,810,1,1,blind: cell pooled,14,1
65872,H011317,veg_3,3,own_production,ILOILO,JANIUAY,camote tops,bugkos,bugkos,5,10,40,200,NSU via market survey,matched price point,1,the cell's own weighings,0,0,7,0,120,600,1,1,blind: cell pooled,7,1
65873,H011318,bev_3,2,purchased,ILOILO,TIGBAUAN,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,1,100,846.875,846.875,NSU via market survey,matched price point,1,the cell's own weighings,0,0,6,0,680,680,2,1,blind: cell pooled,9,1
65874,H011318,fish_1,4,gift,ILOILO,TIGBAUAN,fresh fish,kilograms (kg),,2,150,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65875,H011318,grain_1,4,gift,ILOILO,TIGBAUAN,rice,gantang,,10,120,2250,22500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65876,H011318,grain_2,2,purchased,ILOILO,TIGBAUAN,loaf bread,gagmay nga putos,small packs,1,68,418.1492537313433,418.1492537313433,NSU via market survey,matched price point,1,the cell's own weighings,0,0,1,1,385,385,1,1,blind: cell pooled,3,1
65877,H011318,grain_3,4,gift,ILOILO,TIGBAUAN,"crackers, cookies, buiscuits, chips/curls",putos,putos,1,60,25,25,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,60,60,1,1,blind: cell pooled,9,1
65878,H011318,meat_1,2,purchased,ILOILO,TIGBAUAN,beef,kilograms (kg),,2,500,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65879,H011318,meat_2,2,purchased,ILOILO,TIGBAUAN,pork,kilograms (kg),,1,340,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65880,H011318,meat_4,2,purchased,ILOILO,TIGBAUAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,putos,2,104,323.5555555555555,647.1111111111111,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,210,420,1,1,blind: cell pooled,5,1
65881,H011318,veg_3,3,own_production,ILOILO,TIGBAUAN,camote tops,bugkos,bugkos,1,20,308.1428019730483,308.1428019730483,NSU via market survey,matched price point,1,the cell's own weighings,0,0,9,0,145,145,1,1,blind: cell pooled,9,1
65882,H011319,bev_1,2,purchased,ILOILO,BADIANGAN,"mineral or spring water, all drinking water sold in containers",5-gallon blue container,,5,25,18927.1,94635.5,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65883,H011319,bev_3,2,purchased,ILOILO,BADIANGAN,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,2,75,351.5625,703.125,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,375,750,2,1,blind: cell pooled,3,1
65884,H011319,fish_1,2,purchased,ILOILO,BADIANGAN,fresh fish,kilograms (kg),,1,300,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65885,H011319,grain_1,2,purchased,ILOILO,BADIANGAN,rice,gantang,,7,130,2250,15750,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65886,H011319,grain_3,2,purchased,ILOILO,BADIANGAN,"crackers, cookies, buiscuits, chips/curls",bilog,pieces or units,14,8,6,84,NSU via market survey,matched price point,1,the cell's own weighings,1,0,3,0,30,420,1,1,blind: cell pooled,5,1
65887,H011319,meat_2,2,purchased,ILOILO,BADIANGAN,pork,kilograms (kg),,1,250,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65888,H011319,meat_3,2,purchased,ILOILO,BADIANGAN,chicken,kilograms (kg),,1,180,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65889,H011319,meat_4,2,purchased,ILOILO,BADIANGAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,putos,1,180,200,200,NSU via market survey,fallback: empty size part,1,cell pooled across sizes,0,0,4,0,200,200,1,1,blind: cell pooled,4,1
65890,H011320,bev_3,2,purchased,ILOILO,SANTA BARBARA,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,2,80,387.0967741935484,774.1935483870968,NSU via market survey,matched price point,1,the cell's own weighings,0,0,6,0,375,750,2,1,blind: cell pooled,8,1
65891,H011320,fish_1,2,purchased,ILOILO,SANTA BARBARA,fresh fish,bilog,pieces or units,2,120,348,696,NSU via market survey,matched price point,1,the cell's own weighings,0,0,12,0,355,710,1,1,blind: cell pooled,24,1
65892,H011320,fruit_1,4,gift,ILOILO,SANTA BARBARA,mango,grams (g),,500,.1,1,500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65893,H011320,grain_1,2,purchased,ILOILO,SANTA BARBARA,rice,gantang,,2,150,2250,4500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65894,H011321,bev_3,2,purchased,AKLAN,IBAJAY,"liquor (e.g, whisky, coconut wine)",lapad,lipid/lapad,1,65,,,NSU via market survey,refused: A11 spelling gap,0,,0,0,,,,,,,refused: A11 spelling gap,,0
65895,H011321,fish_1,2,purchased,AKLAN,IBAJAY,fresh fish,kilograms (kg),,2,190,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65896,H011321,fish_2,4,gift,AKLAN,IBAJAY,"prawns, lobster, shrimp",grams (g),,500,.3,1,500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65897,H011321,grain_1,2,purchased,AKLAN,IBAJAY,rice,gantang,,5,130,2250,11250,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65898,H011321,veg_3,3,own_production,AKLAN,IBAJAY,camote tops,bundle,bundle,3,10,790,2370,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,35,0,790,2370,1,2,blind: province pool,35,1
65899,H011322,fish_1,2,purchased,ILOILO,DUMANGAS,fresh fish,kilograms (kg),,2,200,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65900,H011322,fish_2,4,gift,ILOILO,DUMANGAS,"prawns, lobster, shrimp",tumpok,tumpok,1,30,250,250,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,55,0,250,250,1,2,blind: province pool,55,1
65901,H011322,fruit_1,4,gift,ILOILO,DUMANGAS,mango,bilog,pieces or units,2,20,78,156,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,210,420,1,1,blind: cell pooled,6,1
65902,H011322,grain_1,2,purchased,ILOILO,DUMANGAS,rice,gantang,,4,135,2250,9000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65903,H011322,meat_2,2,purchased,ILOILO,DUMANGAS,pork,kilograms (kg),,1,380,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65904,H011322,veg_3,3,own_production,ILOILO,DUMANGAS,camote tops,bugkos,bugkos,1,20,140,140,NSU via market survey,matched price point,1,the cell's own weighings,0,0,2,1,170,170,1,2,blind: cell pooled,218,1
65905,H011323,bev_1,2,purchased,CAPIZ,PANAY,"mineral or spring water, all drinking water sold in containers",5-gallon blue container,,3,20,18927.1,56781.3,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65906,H011323,bev_3,2,purchased,CAPIZ,PANAY,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,3,70,350,1050,NSU via market survey,matched price point,1,the cell's own weighings,0,0,2,1,375,1125,2,2,blind: cell pooled,103,1
65907,H011323,fish_1,2,purchased,CAPIZ,PANAY,fresh fish,kilograms (kg),,1,100,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65908,H011323,fish_2,2,purchased,CAPIZ,PANAY,"prawns, lobster, shrimp",tumpok,tumpok,1,50,400,400,NSU via market survey,matched price point,1,the cell's own weighings,0,0,9,0,400,400,1,1,blind: cell pooled,9,1
65909,H011323,grain_1,4,gift,CAPIZ,PANAY,rice,gantang,,7,130,2250,15750,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65910,H011323,meat_3,3,own_production,CAPIZ,PANAY,chicken,whole (chicken),whole (chicken),1,200,1160,1160,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,75,0,1160,1160,1,2,blind: province pool,75,1
65911,H011323,meat_4,2,purchased,CAPIZ,PANAY,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,putos,1,30,136.3636363636364,136.3636363636364,NSU via market survey,matched price point,1,the cell's own weighings,0,0,6,0,250,250,1,1,blind: cell pooled,6,1
65912,H011323,veg_3,3,own_production,CAPIZ,PANAY,camote tops,bugkos,bugkos,1,15,375.7938103812246,375.7938103812246,NSU via market survey,matched price point,1,the cell's own weighings,0,0,5,0,205,205,1,1,blind: cell pooled,5,1
65913,H011323,veg_4,3,own_production,CAPIZ,PANAY,camote,kilograms (kg),,1,40,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65914,H011324,fish_1,2,purchased,CAPIZ,TAPAZ,fresh fish,kilograms (kg),,1,200,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65915,H011324,fruit_1,2,purchased,CAPIZ,TAPAZ,mango,kilograms (kg),,1,60,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65916,H011324,grain_1,3,own_production,CAPIZ,TAPAZ,rice,gantang,,7,100,2250,15750,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65917,H011324,grain_2,2,purchased,CAPIZ,TAPAZ,loaf bread,medium,medium packs,2,50,450,900,NSU via market survey,fallback: province pool,1,province x item x unit,0,0,39,0,450,900,1,2,blind: province pool,39,1
65918,H011324,meat_2,2,purchased,CAPIZ,TAPAZ,pork,kilograms (kg),,1,280,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65919,H011324,meat_3,3,own_production,CAPIZ,TAPAZ,chicken,kilograms (kg),,1,300,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65920,H011324,sweet_1,2,purchased,CAPIZ,TAPAZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",gallons,,.5,400,3785.41,1892.705,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65921,H011324,veg_1,2,purchased,CAPIZ,TAPAZ,cabbage,kilograms (kg),,1,130,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65922,H011324,veg_2,2,purchased,CAPIZ,TAPAZ,carrot,grams (g),,500,.16,1,500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65923,H011324,veg_3,3,own_production,CAPIZ,TAPAZ,camote tops,bugkos,bugkos,1,20,186.6666666666667,186.6666666666667,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,280,280,1,1,blind: cell pooled,3,1
65924,H011324,veg_4,2,purchased,CAPIZ,TAPAZ,camote,grams (g),,500,.1,1,500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65925,H011325,bev_3,2,purchased,ANTIQUE,PANDAN,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,1,65,304.6875,304.6875,NSU via market survey,matched price point,1,the cell's own weighings,0,0,6,0,375,375,2,1,blind: cell pooled,6,1
65926,H011325,fish_1,2,purchased,ANTIQUE,PANDAN,fresh fish,kilograms (kg),,2,230,1000,2000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65927,H011325,grain_1,2,purchased,ANTIQUE,PANDAN,rice,gantang,,2,150,2250,4500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65928,H011325,grain_3,2,purchased,ANTIQUE,PANDAN,"crackers, cookies, buiscuits, chips/curls",putos,putos,2,56,142.9787234042553,285.9574468085107,NSU via market survey,matched price point,1,the cell's own weighings,0,0,3,0,300,600,1,1,blind: cell pooled,9,1
65929,H011326,bev_3,2,purchased,ILOILO,POTOTAN,"liquor (e.g, whisky, coconut wine)",lipid / lapad,lipid/lapad,3,80,385.8520900321543,1157.556270096463,NSU via market survey,matched price point,1,the cell's own weighings,0,0,9,0,375,1125,2,1,blind: cell pooled,9,1
65930,H011326,fish_1,2,purchased,ILOILO,POTOTAN,fresh fish,kilograms (kg),,1,100,1000,1000,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65931,H011326,grain_1,2,purchased,ILOILO,POTOTAN,rice,gantang,,2,105,2250,4500,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
65932,H011326,grain_3,2,purchased,ILOILO,POTOTAN,"crackers, cookies, buiscuits, chips/curls",bilog,pieces or units,7,14.28571428571429,7.908163265306123,55.35714285714286,NSU via market survey,matched price point,1,the cell's own weighings,0,0,10,0,31,217,1,1,blind: cell pooled,10,1
65933,H011326,veg_3,3,own_production,ILOILO,POTOTAN,camote tops,bugkos,bugkos,1,20,160,160,NSU via market survey,matched price point,1,the cell's own weighings,0,0,11,0,160,160,1,1,blind: cell pooled,11,1
65934,H011327,bev_1,2,purchased,CAPIZ,DAO,"mineral or spring water, all drinking water sold in containers",5-gallon blue container,,2,15,18927.1,37854.2,standard unit,standard unit,1,the cell's own weighings,0,0,,,,,,,,,
